id,last_name,first_name,value,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,injury
6500,Banchero,Paolo,37.15,ORL,SF/PF,LAL,35.00,19.38,1.11,8.05,4.49,0.85,0.78,2.51,5.56,4.93,1.71,6.67,8.79,0.38,0.011,,
5717,Bridges,Mikal,36.53,BKN,SG/SF,BOS,35.00,23.34,2.08,4.60,3.04,1.02,0.54,1.84,5.82,5.46,0.69,7.90,8.87,0.03,0.001,,
3404,Vucevic,Nikola,36.05,CHI,C,@ DEN,34.00,17.35,1.07,9.95,2.99,0.79,0.62,1.75,6.22,1.70,0.40,7.29,6.76,0.47,0.005,,
5301,Murray,Dejounte,36.00,ATL,PG/SG,@ NOR,36.00,19.61,1.44,4.97,5.39,1.31,0.20,1.85,6.65,1.99,0.43,8.09,8.62,0.07,0.002,,
3006,DeRozan,DeMar,35.47,CHI,SG/SF,@ DEN,34.00,21.14,0.75,4.29,4.82,1.03,0.44,1.62,7.16,4.57,0.77,7.91,7.73,0.03,0.001,,
5345,Murray,Jamal,35.38,DEN,PG/SG,CHI,34.00,18.62,2.34,4.10,7.12,1.01,0.25,2.64,4.33,2.94,0.50,6.67,7.54,0.31,0.009,,
3729,Gobert,Rudy,34.85,MIN,C,UTA,31.00,14.25,0.01,11.13,1.79,0.78,1.64,1.63,5.30,3.62,2.18,5.31,2.54,0.55,0.000,,
3723,McCollum,C.J.,33.95,NOR,PG/SG,ATL,35.00,18.82,2.68,4.05,5.26,0.86,0.45,2.15,4.58,1.62,0.61,7.26,9.21,0.07,0.002,,
5047,Rozier,Terry,32.85,CHA,PG/SG,@ IND,34.00,18.26,2.82,3.76,4.25,1.11,0.20,1.54,3.87,2.06,0.46,6.69,8.67,0.03,0.001,,
6280,Green,Jalen,32.39,HOU,PG/SG,SAC,34.00,22.02,2.36,3.18,3.71,0.74,0.25,2.18,4.86,5.22,1.44,7.22,8.72,0.02,0.000,,
3004,Holiday,Jrue,32.27,BOS,PG/SG,@ BKN,33.00,15.59,2.03,4.38,6.29,1.19,0.31,2.32,3.93,1.64,0.37,5.96,6.31,0.10,0.003,,
6284,Wagner,Franz,32.17,ORL,SG/SF/PF,LAL,33.00,17.59,1.71,5.13,3.83,1.05,0.37,1.68,4.40,3.66,0.68,6.11,7.07,0.07,0.001,,
3367,Harris,Tobias,32.14,PHI,SF/PF,PHO,37.00,15.19,1.69,6.59,3.41,1.07,0.71,1.60,3.50,3.12,0.49,5.19,5.78,0.10,0.002,,
6499,Smith Jr,Jabari,32.00,HOU,PF/C,SAC,33.00,15.83,1.57,7.67,1.63,0.64,0.90,0.97,4.26,2.60,0.75,5.83,6.87,0.27,0.000,,
3939,Nurkic,Jusuf,32.00,PHO,C,@ PHI,28.00,12.15,0.96,10.31,2.94,0.91,0.93,1.93,3.39,2.49,1.30,4.35,4.80,0.44,0.004,,
6502,Murray,Keegan,31.93,SAC,SF/PF,@ HOU,34.00,17.05,3.38,5.53,1.72,0.79,0.57,0.93,2.78,1.35,0.46,6.16,7.06,0.07,0.000,,
5973,Claxton,Nicolas,31.50,BKN,C,BOS,28.00,11.44,0.00,8.94,2.10,0.74,1.95,1.07,4.84,1.76,1.18,4.84,2.56,0.25,0.002,Questionable,
3439,Beal,Bradley,31.38,PHO,PG/SG,@ PHI,30.00,18.37,2.01,3.92,5.44,0.79,0.48,2.87,4.79,2.76,0.55,6.80,7.50,0.07,0.001,Out,
5048,Russell,D'Angelo,31.16,LAL,PG/SG,@ ORL,36.00,16.40,2.58,3.10,6.23,1.12,0.39,2.76,3.41,1.84,0.42,5.99,6.96,0.10,0.002,,
3914,Dinwiddie,Spencer,31.02,BKN,PG/SG,BOS,32.00,14.98,2.18,4.13,6.17,0.80,0.29,1.86,2.63,3.18,0.79,4.81,6.68,0.09,0.003,Questionable,
6511,Williams,Mark,30.94,CHA,C,@ IND,27.00,13.33,0.00,10.12,0.59,0.91,1.17,1.06,5.35,2.63,1.18,5.35,2.85,0.46,0.000,,
5685,Brown,Bruce,30.62,IND,PG/SG/SF,CHA,31.00,14.60,1.08,5.24,2.88,1.45,0.88,1.36,4.34,2.68,0.80,5.42,5.49,0.06,0.001,,
6298,Thomas,Cam,30.11,BKN,SG/SF,BOS,31.00,22.34,1.56,3.41,2.23,0.62,0.21,1.87,5.78,6.10,1.01,7.34,8.66,0.02,0.000,,
6295,Johnson,Jalen,30.00,ATL,SF/PF,@ NOR,30.00,11.96,0.82,8.13,2.21,1.05,1.15,1.35,4.10,1.30,0.83,4.92,4.16,0.25,0.002,,
5682,Porter Jr.,Michael,29.94,DEN,SF,CHI,30.00,16.78,2.85,6.41,1.26,0.59,0.50,1.32,3.33,1.57,0.41,6.18,6.99,0.10,0.000,,
5271,Simmons,Ben,29.90,BKN,PG/SG/PF,BOS,30.00,8.57,0.00,7.11,8.01,1.38,0.53,2.57,3.92,0.73,0.60,3.92,3.18,0.14,0.045,,
6523,Kessler,Walker,29.76,UTA,C,@ MIN,25.00,9.05,0.03,9.12,1.18,0.30,2.85,0.86,3.85,1.26,1.22,3.88,1.84,0.24,0.000,,
3920,Gordon,Aaron,29.42,DEN,PF,CHI,31.00,14.81,0.64,6.70,3.07,0.66,0.63,1.32,5.19,2.51,1.45,5.83,4.48,0.09,0.002,,
5687,Melton,De'Anthony,29.32,PHI,PG/SG,PHO,32.00,10.84,1.71,4.69,4.71,1.97,0.77,2.08,2.02,1.67,0.45,3.73,5.45,0.02,0.001,,
5465,Collins,John,29.25,UTA,PF,@ MIN,31.00,13.66,1.33,7.61,1.98,0.61,0.76,1.10,3.82,2.03,0.58,5.15,5.25,0.25,0.000,,
5662,Huerter,Kevin,28.18,SAC,SG/SF,@ HOU,28.00,15.24,2.86,3.62,2.70,0.77,0.44,0.98,2.75,1.16,0.40,5.61,6.08,0.02,0.000,,
3910,Clarkson,Jordan,27.99,UTA,PG/SG,@ MIN,32.00,18.29,2.19,4.13,4.79,0.69,0.15,3.59,4.56,2.60,0.61,6.75,8.70,0.03,0.001,,
5458,Monk,Malik,27.84,SAC,SG/SF,@ HOU,25.00,16.09,2.32,3.13,4.00,0.65,0.34,1.66,3.05,3.03,0.46,5.37,6.72,0.03,0.001,,
3402,Valanciunas,Jonas,27.74,NOR,C,ATL,23.00,11.52,0.40,10.58,1.69,0.37,0.76,1.59,4.21,1.90,0.45,4.61,3.90,0.38,0.000,,
5475,White,Derrick,27.65,BOS,PG/SG,@ BKN,32.00,12.13,1.81,3.53,4.99,0.82,0.85,1.52,2.42,1.86,0.27,4.23,5.06,0.02,0.000,,
6330,Reaves,Austin,27.65,LAL,SG/SF,@ ORL,32.00,16.18,1.62,3.17,5.16,0.65,0.29,2.29,3.36,4.60,0.76,4.98,5.17,0.06,0.001,,
3908,Capela,Clint,27.37,ATL,C,@ NOR,24.00,10.61,0.00,9.74,0.76,0.58,1.05,0.62,4.73,1.15,0.92,4.73,2.37,0.28,0.000,,
5675,Carter Jr.,Wendell,27.25,ORL,C,LAL,28.00,11.51,1.38,8.00,1.87,0.67,0.62,1.08,2.86,1.65,0.65,4.24,4.22,0.25,0.000,,
6111,Washington,PJ,27.22,CHA,PF,@ IND,31.00,13.61,1.83,4.78,2.23,0.78,1.09,1.47,3.25,1.62,0.68,5.08,5.90,0.02,0.000,,
6505,Mathurin,Bennedict,27.12,IND,SG/SF,CHA,30.00,18.27,1.12,4.57,1.94,0.74,0.35,1.98,4.62,5.67,1.15,5.74,6.63,0.03,0.000,,
5039,Oubre,Kelly,26.68,PHI,SF,PHO,30.00,14.88,1.54,4.72,1.05,1.37,0.43,1.20,3.66,2.94,1.07,5.20,7.32,0.03,0.000,Starting,
5448,Fultz,Markelle,26.62,ORL,PG/SG,LAL,28.00,12.59,0.52,3.51,5.40,1.18,0.44,1.86,4.82,1.39,0.40,5.34,5.20,0.05,0.001,,
6149,Okongwu,Onyeka,26.43,ATL,C,@ NOR,24.00,10.32,0.20,7.29,1.26,0.67,1.56,0.80,3.89,1.94,0.47,4.09,2.09,0.18,0.000,,
3162,Hayward,Gordon,26.17,CHA,SF,@ IND,33.00,14.52,1.13,4.23,4.24,0.65,0.27,1.85,4.24,2.65,0.60,5.37,6.20,0.03,0.001,,
5491,Brooks,Dillon,25.93,HOU,SG/SF,SAC,35.00,13.80,1.73,4.08,2.74,1.19,0.26,1.49,3.38,1.85,0.46,5.11,6.56,0.02,0.000,,
6162,Anthony,Cole,25.88,ORL,PG,LAL,26.00,12.45,1.33,4.85,3.61,0.65,0.53,1.35,3.18,2.10,0.31,4.51,5.53,0.02,0.000,,
6324,Jones,Herb,25.81,NOR,SF/PF,ATL,32.00,11.82,1.05,4.70,2.87,1.51,0.67,1.78,3.39,1.89,0.51,4.44,4.51,0.02,0.000,,
5976,White,Coby,25.74,CHI,PG/SG,@ DEN,30.00,12.62,2.17,3.56,4.59,0.83,0.16,1.60,2.39,1.33,0.15,4.56,6.17,0.02,0.000,,
5967,Reid,Naz,25.55,MIN,PF/C,UTA,23.00,13.64,1.20,5.35,1.41,0.77,0.95,1.52,4.05,1.94,0.83,5.25,5.08,0.06,0.000,,
3435,Barnes,Harrison,24.69,SAC,SF/PF,@ HOU,34.00,15.88,1.64,4.28,1.31,0.64,0.14,1.15,3.29,4.38,0.80,4.93,5.23,0.03,0.000,,
6116,Horton-Tucker,Talen,24.54,UTA,SG/SF,@ MIN,26.00,12.23,0.95,4.26,5.18,0.89,0.47,2.83,3.63,2.12,0.69,4.58,6.14,0.05,0.002,,
5364,Hield,Buddy,24.25,IND,SG/SF,CHA,24.00,12.37,2.50,4.19,2.23,0.87,0.33,1.31,1.72,1.43,0.32,4.22,5.75,0.02,0.000,,
6148,Toppin,Obi,24.19,IND,PF,CHA,23.00,13.06,1.48,4.52,1.72,0.67,0.45,0.87,3.53,1.56,0.40,5.01,5.13,0.02,0.000,,
5389,Finney-Smith,Dorian,23.96,BKN,SF/PF,BOS,30.00,10.06,2.21,5.76,1.47,0.87,0.54,0.85,1.32,0.79,0.25,3.53,5.18,0.04,0.000,,
6188,McDaniels,Jaden,23.82,MIN,SF/PF,UTA,30.00,12.73,1.43,3.65,1.58,0.91,0.92,1.30,3.35,1.74,0.65,4.78,4.66,0.02,0.000,,
6274,Suggs,Jalen,23.69,ORL,PG/SG,LAL,27.00,10.90,1.53,3.87,2.70,1.31,0.58,1.56,2.23,1.85,0.64,3.76,5.61,0.01,0.000,,
2711,Conley,Mike,23.46,MIN,PG,UTA,28.00,10.04,1.78,2.78,4.63,1.00,0.26,1.22,1.40,1.90,0.43,3.18,4.64,0.02,0.000,,
6730,Miller,Brandon,23.21,CHA,SF,@ IND,27.00,11.94,1.94,5.59,1.80,0.58,0.50,1.68,2.16,1.80,0.41,4.10,5.68,0.05,0.000,,
6047,Hunter,De'Andre,23.08,ATL,SF/PF,@ NOR,30.00,13.66,1.42,4.34,1.27,0.74,0.36,1.22,3.58,2.24,0.50,5.00,5.51,0.02,0.000,,
6159,Bey,Saddiq,22.47,ATL,SF/PF,@ NOR,28.00,11.09,1.65,5.18,1.51,0.80,0.18,0.87,2.38,1.38,0.26,4.03,5.12,0.05,0.000,,
3904,Bogdanovic,Bogdan,22.39,ATL,SG/SF/PF,@ NOR,26.00,11.94,2.17,2.73,2.83,0.81,0.24,1.20,2.18,1.07,0.22,4.35,5.61,0.01,0.000,,
5145,Wood,Christian,22.33,LAL,PF/C,@ ORL,21.00,10.83,1.06,6.06,1.41,0.41,0.76,1.26,2.91,1.83,0.61,3.97,3.87,0.06,0.000,,
3689,Caldwell-Pope,Kentavious,22.19,DEN,SG/SF,CHI,33.00,10.66,1.57,2.75,2.76,1.16,0.49,1.22,2.20,1.55,0.29,3.77,4.35,0.01,0.000,,
6161,Nesmith,Aaron,22.00,IND,SF/PF,CHA,25.00,11.65,1.78,3.93,1.47,0.79,0.51,1.13,2.22,1.87,0.42,4.00,5.15,0.01,0.000,,
5701,Okogie,Josh,21.73,PHO,SG/SF,@ PHI,29.00,9.22,1.22,4.64,1.87,1.13,0.57,1.10,1.85,1.86,0.78,3.07,4.23,0.01,0.000,,
3766,Covington,Robert,21.57,PHI,SF/PF,PHO,24.00,6.58,1.21,4.74,1.77,1.45,1.08,1.08,1.17,0.61,0.18,2.38,3.13,0.00,0.000,Traded,
6300,Mitchell,Davion,21.52,SAC,PG/SG,@ HOU,30.00,9.36,1.49,2.13,4.14,1.02,0.27,0.99,2.11,0.67,0.17,3.60,4.87,0.01,0.000,,
3901,Anderson,Kyle,20.80,MIN,SF/PF,UTA,22.00,7.25,0.50,3.57,3.87,0.90,0.79,1.06,2.46,0.83,0.35,2.96,3.01,0.01,0.000,,
6171,Smith,Jalen,20.74,IND,PF/C,CHA,18.00,9.62,0.67,6.00,0.84,0.32,1.02,1.04,3.10,1.41,0.48,3.77,3.36,0.05,0.000,Questionable,
5677,Sexton,Collin,20.21,UTA,PG/SG,@ MIN,21.00,13.68,1.06,1.92,3.14,0.57,0.09,1.77,3.85,2.80,0.65,4.91,4.94,0.02,0.000,,
3677,Olynyk,Kelly,19.42,UTA,PF/C,@ MIN,22.00,8.02,0.91,5.49,3.40,0.61,0.48,2.25,1.79,1.71,0.35,2.70,3.05,0.03,0.001,,
6532,Nembhard,Andrew,18.90,IND,PG/SG,CHA,24.00,9.18,0.83,2.42,4.28,0.87,0.18,1.80,2.72,1.25,0.36,3.55,4.55,0.01,0.000,,
5105,O'Neale,Royce,18.82,BKN,SG/SF,BOS,25.00,7.53,1.72,4.65,1.69,0.58,0.53,0.94,0.84,0.69,0.23,2.56,3.91,0.01,0.000,,
5274,Caruso,Alex,18.69,CHI,PG/SG,@ DEN,25.00,6.43,0.97,3.12,2.41,1.42,0.59,1.05,1.32,0.88,0.23,2.29,3.17,0.00,0.000,,
6158,Williams,Patrick,18.66,CHI,PF,@ DEN,24.00,9.19,1.24,3.21,0.95,0.88,0.70,0.90,2.22,1.03,0.25,3.46,4.00,0.01,0.000,,
6212,Richards,Nick,18.65,CHA,C,@ IND,18.00,8.20,0.00,6.55,0.50,0.18,0.92,0.75,2.93,2.34,0.81,2.93,1.67,0.04,0.000,,
5503,Vezenkov,Aleksandar,18.18,SAC,PF,@ HOU,20.00,10.35,1.48,3.91,1.16,0.50,0.17,1.05,2.26,1.39,0.30,3.74,4.29,0.01,0.000,,
2730,Horford,Al,18.09,BOS,PF/C,@ BKN,24.00,5.44,1.21,4.82,2.47,0.41,0.68,0.66,0.82,0.17,0.05,2.03,2.88,0.00,0.000,,
5898,Vincent,Gabe,18.08,LAL,PG/SG,@ ORL,25.00,9.42,1.86,2.00,2.56,1.02,0.16,1.49,1.47,0.90,0.15,3.33,4.53,0.00,0.000,Questionable,
5412,Prince,Taurean,17.66,LAL,SF/PF,@ ORL,28.00,9.08,1.58,2.90,1.75,0.84,0.43,1.46,1.60,1.14,0.26,3.18,4.16,0.00,0.000,Questionable,
2828,Gordon,Eric,17.07,PHO,SG/SF,@ PHI,25.00,9.76,1.99,1.84,2.06,0.49,0.29,1.16,1.38,1.03,0.27,3.37,4.27,0.00,0.000,,
6751,George,Keyonte,16.69,UTA,SG,@ MIN,21.00,10.12,1.56,2.38,2.94,0.65,0.17,2.36,1.98,1.48,0.37,3.54,5.44,0.01,0.000,,
5767,Eubanks,Drew,16.51,PHO,C,@ PHI,18.00,5.52,0.12,4.75,1.37,0.43,1.12,0.77,2.16,0.84,0.35,2.28,1.89,0.00,0.000,,
6526,Braun,Christian,16.16,DEN,SG,CHI,21.00,7.89,0.68,3.56,1.25,0.70,0.30,0.78,2.32,1.21,0.53,3.00,2.75,0.01,0.000,,
3464,Drummond,Andre,16.12,CHI,C,@ DEN,14.00,6.56,0.00,6.25,0.41,0.77,0.54,1.25,2.77,1.02,0.95,2.77,1.83,0.01,0.000,,
5036,Nance Jr.,Larry,16.03,NOR,PF/C,ATL,18.00,4.96,0.13,4.79,1.67,0.85,0.42,0.56,1.98,0.61,0.27,2.11,1.49,0.00,0.000,Questionable,
5728,Landale,Jock,15.89,HOU,C,SAC,17.00,7.42,0.22,4.77,1.18,0.34,0.41,0.75,2.82,1.12,0.40,3.04,2.26,0.01,0.000,,
6195,Marshall,Naji,15.82,NOR,SG/SF,ATL,20.00,7.53,0.64,3.51,2.33,0.63,0.23,1.32,2.13,1.35,0.41,2.77,3.23,0.01,0.000,Doubtful,
5697,Wagner,Moritz,15.77,ORL,C,LAL,18.00,7.67,0.82,3.99,1.20,0.58,0.27,0.93,1.80,1.61,0.37,2.62,2.79,0.01,0.000,,
5577,Craig,Torrey,15.62,CHI,SF/PF,@ DEN,20.00,6.17,1.00,4.03,1.13,0.53,0.59,0.72,1.47,0.23,0.10,2.47,2.82,0.00,0.000,,
6503,Daniels,Dyson,15.36,NOR,PG/SG,ATL,20.00,5.26,0.68,3.68,3.06,0.78,0.25,1.34,1.26,0.70,0.26,1.94,2.61,0.00,0.000,,
6051,Tate,Jae'Sean,15.05,HOU,SF/PF,SAC,19.00,6.92,0.41,3.44,1.83,0.56,0.24,0.78,2.33,1.03,0.43,2.74,2.76,0.00,0.000,,
6080,Alexander-Walker,Nickeil,14.64,MIN,SG/SF,UTA,18.00,7.07,1.18,2.20,1.53,0.56,0.33,0.61,1.39,0.75,0.33,2.57,3.42,0.00,0.000,,
6177,Maledon,Theo,14.59,CHA,PG,@ IND,19.00,6.41,0.65,2.57,2.84,0.71,0.25,1.35,1.63,1.20,0.30,2.28,3.35,0.00,0.000,,
5714,Milton,Shake,14.34,MIN,PG/SG,UTA,18.00,7.38,0.71,1.89,2.73,0.41,0.21,0.99,2.00,1.25,0.25,2.71,3.28,0.00,0.000,,
6345,Hauser,Sam,14.32,BOS,SF/PF,@ BKN,19.00,6.22,1.75,2.88,1.19,0.40,0.29,0.48,0.44,0.09,0.05,2.19,3.08,0.00,0.000,,
3370,Jackson,Reggie,14.21,DEN,PG,CHI,20.00,7.18,1.07,1.75,3.04,0.52,0.07,1.24,1.73,0.51,0.09,2.80,4.05,0.01,0.000,,
6531,Watson,Peyton,13.85,DEN,SG/SF,CHI,15.00,6.33,0.41,3.20,0.88,0.35,0.72,0.63,1.94,1.22,0.72,2.35,2.52,0.00,0.000,,
5342,Dunn,Kris,13.78,UTA,PG,@ MIN,14.00,5.72,0.25,2.28,2.94,0.71,0.19,1.02,2.07,0.83,0.21,2.32,2.32,0.00,0.000,,
5453,Isaac,Jonathan,13.43,ORL,SF/PF,LAL,13.00,4.63,0.39,3.47,0.64,0.66,0.73,0.44,1.45,0.56,0.18,1.84,2.38,0.00,0.000,Playing,
2810,Batum,Nicolas,13.17,PHI,SF/PF,PHO,18.00,4.12,1.14,2.61,1.43,0.69,0.48,0.44,0.21,0.28,0.10,1.35,2.07,0.00,0.000,Out,
6193,Reed,Paul,13.04,PHI,PF/C,PHO,12.00,4.39,0.08,4.33,0.61,0.65,0.71,0.81,1.77,0.61,0.23,1.85,1.45,0.00,0.000,,
5029,Lyles,Trey,12.91,SAC,PF/C,@ HOU,14.00,6.37,0.92,3.47,0.62,0.28,0.30,0.61,1.12,1.37,0.30,2.04,2.64,0.00,0.000,Questionable,
5724,Allen,Grayson,12.77,PHO,SG/SF,@ PHI,18.00,6.62,1.40,1.97,1.10,0.49,0.11,0.53,0.76,0.90,0.13,2.16,2.69,0.00,0.000,,
6184,Pritchard,Payton,12.64,BOS,PG/SG,@ BKN,15.00,6.71,1.44,1.89,1.69,0.39,0.06,0.83,0.93,0.53,0.09,2.37,3.17,0.00,0.000,,
6294,Thor,J.T.,12.42,CHA,PF,@ IND,18.00,6.35,1.01,2.65,0.59,0.35,0.52,0.81,1.24,0.84,0.34,2.25,3.07,0.00,0.000,,
5690,Holiday,Aaron,11.98,HOU,PG/SG,SAC,18.00,4.94,0.74,1.51,2.34,0.76,0.20,0.95,1.02,0.68,0.16,1.76,2.28,0.00,0.000,,
6180,Nnaji,Zeke,11.81,DEN,PF/C,CHI,14.00,5.78,0.63,2.99,0.46,0.37,0.39,0.58,1.56,0.77,0.48,2.19,2.13,0.00,0.000,,
5804,Watanabe,Yuta,11.49,PHO,SF/PF,@ PHI,16.00,4.67,0.94,2.60,0.86,0.49,0.36,0.54,0.67,0.51,0.18,1.61,2.17,0.00,0.000,,
5699,Carter,Jevon,11.33,CHI,PG/SG,@ DEN,14.00,5.38,1.20,1.42,1.64,0.41,0.18,0.59,0.72,0.34,0.08,1.92,2.78,0.00,0.000,,
6303,Duarte,Chris,11.09,SAC,SF,@ HOU,14.00,6.23,1.00,1.84,0.86,0.39,0.13,0.60,1.15,0.93,0.21,2.15,2.98,0.00,0.000,,
3923,Harris,Gary,10.93,ORL,SG/SF,LAL,17.00,5.18,1.35,1.32,0.83,0.61,0.16,0.37,0.39,0.35,0.06,1.74,2.45,0.00,0.000,,
3242,Ingles,Joe,10.41,ORL,SF/PF,LAL,15.00,3.86,1.03,1.90,2.02,0.44,0.07,0.66,0.26,0.25,0.06,1.29,1.98,0.00,0.000,,
5456,Smith Jr.,Dennis,10.25,BKN,PG/SG,BOS,11.00,3.83,0.24,1.42,2.10,0.60,0.23,0.58,1.22,0.67,0.27,1.46,1.94,0.00,0.000,Questionable,
6032,Hachimura,Rui,10.02,LAL,SF/PF,@ ORL,13.00,5.44,0.43,2.43,0.52,0.25,0.20,0.45,1.66,0.83,0.26,2.09,2.18,0.00,0.000,Questionable,
6513,Agbaji,Ochai,9.80,UTA,PG/SG,@ MIN,14.00,5.57,0.86,1.44,1.15,0.28,0.20,0.76,1.12,0.75,0.17,1.98,2.65,0.00,0.000,,
6156,Lewis,Kira,9.46,NOR,PG,ATL,11.00,4.42,0.63,1.36,1.68,0.40,0.12,0.65,0.95,0.63,0.12,1.58,2.15,0.00,0.000,,
2724,Green,Jeff,9.41,HOU,PF/C,SAC,15.00,4.62,0.48,1.96,0.87,0.24,0.25,0.41,1.18,0.82,0.24,1.66,1.76,0.00,0.000,,
6329,Sharpe,Day'Ron,9.12,BKN,C,BOS,9.00,3.45,0.07,3.39,0.62,0.22,0.44,0.69,1.37,0.50,0.32,1.44,1.24,0.00,0.000,,
6754,Hawkins,Jordan,8.96,NOR,SG,ATL,13.00,5.05,0.89,1.61,0.64,0.29,0.18,0.64,0.83,0.72,0.16,1.72,2.61,0.00,0.000,,
3032,Beverley,Patrick,8.47,PHI,PG,PHO,13.00,2.19,0.46,1.74,1.37,0.55,0.31,0.45,0.29,0.23,0.10,0.75,1.24,0.00,0.000,,
6370,Goodwin,Jordan,7.93,PHO,PG,@ PHI,8.00,2.78,0.30,1.53,1.47,0.43,0.16,0.48,0.79,0.30,0.09,1.09,1.53,0.00,0.000,,
5723,Walker,Lonnie,6.68,BKN,SG/SF,BOS,9.00,4.16,0.62,0.82,0.42,0.19,0.10,0.29,0.85,0.60,0.12,1.47,1.91,0.00,0.000,,
6321,Dosunmu,Ayo,5.91,CHI,SG,@ DEN,9.00,2.95,0.29,0.84,0.86,0.29,0.10,0.40,0.88,0.32,0.09,1.17,1.34,0.00,0.000,,
5510,Kornet,Luke,5.87,BOS,C,@ BKN,8.00,2.12,0.03,1.63,0.57,0.11,0.36,0.25,0.90,0.23,0.06,0.93,0.48,0.00,0.000,,
