id,last_name,first_name,value,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,injury
3377,Leonard,Kawhi,45.21,LAC,SG/SF,@ BKN,35.00,24.73,2.22,7.29,3.90,1.53,0.70,1.67,6.77,4.53,0.70,8.99,9.71,0.31,0.006,,
5693,Gilgeous-Alexander,Shai,44.76,OKC,PG/SG,CLE,36.00,29.23,0.87,4.86,4.92,1.66,0.68,2.80,8.29,10.04,1.38,9.16,9.10,0.03,0.001,Out,
5698,Jackson Jr.,Jaren,44.44,MEM,PF/C,MIA,33.00,23.51,2.11,8.14,1.63,1.13,2.60,2.48,6.14,4.90,1.22,8.25,7.94,0.38,0.000,,
6147,Edwards,Anthony,44.24,MIN,SG/SF,NOR,36.00,26.68,2.49,5.70,5.10,1.31,0.74,2.82,7.10,5.01,1.60,9.59,10.38,0.07,0.005,,
6160,Maxey,Tyrese,44.13,PHI,PG/SG,BOS,38.00,26.02,3.17,4.82,5.81,0.95,0.36,1.78,5.52,5.47,0.90,8.69,9.58,0.07,0.002,,
5460,Mitchell,Donovan,43.52,CLE,PG/SG,@ OKC,36.00,26.95,3.30,4.92,4.85,1.51,0.33,2.73,6.16,4.73,0.76,9.46,11.11,0.03,0.001,,
2718,Durant,Kevin,43.51,PHO,SF/PF,@ CHI,35.00,25.53,1.99,7.60,5.66,0.74,1.17,3.84,7.09,5.38,0.62,9.08,8.28,0.31,0.022,,
6164,Bane,Desmond,43.48,MEM,SG/SF,MIA,35.00,25.46,3.34,5.01,5.65,1.45,0.45,2.79,5.76,3.92,0.66,9.10,10.32,0.07,0.005,,
6145,Ball,LaMelo,42.99,CHA,PG/SG,WAS,35.00,20.79,3.13,6.36,8.90,1.51,0.32,3.91,4.12,3.16,0.53,7.25,9.82,0.38,0.042,,
5454,Markkanen,Lauri,42.60,UTA,SF/PF,@ IND,34.00,25.96,3.10,8.33,1.96,0.65,0.61,1.78,5.27,6.12,0.91,8.37,9.42,0.38,0.000,,
5679,Brunson,Jalen,42.25,NYK,PG,SAS,34.00,26.91,2.31,3.59,6.20,0.81,0.12,1.74,7.57,4.84,1.10,9.88,9.55,0.11,0.002,,
2999,Curry,Stephen,42.07,GSW,PG,@ DEN,32.00,26.00,4.60,4.86,4.85,1.11,0.30,2.95,3.78,4.64,0.43,8.38,9.55,0.03,0.001,Probable,
3111,George,Paul,41.96,LAC,SG/SF/PF,@ BKN,35.00,22.12,2.89,6.44,4.77,1.72,0.49,2.34,4.61,4.23,0.61,7.50,9.88,0.11,0.003,,
6728,Wembanyama,Victor,41.93,SAS,PF/C,@ NYK,34.00,20.19,1.79,8.92,2.19,0.91,3.29,3.51,5.58,3.66,0.98,7.37,9.33,0.38,0.004,Questionable,
5452,Fox,De'Aaron,41.64,SAC,PG,POR,35.00,24.31,1.75,4.09,7.08,1.14,0.31,2.31,7.35,4.36,1.27,9.10,9.45,0.31,0.009,Out,
3357,Butler,Jimmy,41.20,MIA,SF/PF,@ MEM,34.00,22.00,0.58,5.82,5.56,1.83,0.31,1.60,6.56,7.14,1.25,7.14,7.06,0.07,0.005,Probable,
3001,Harden,James,40.95,LAC,PG/SG,@ BKN,35.00,20.19,2.65,5.14,8.14,1.32,0.47,3.02,3.76,4.72,0.69,6.41,8.23,0.38,0.027,Playing,
3369,Irving,Kyrie,40.47,DAL,PG/SG,TOR,36.00,22.35,2.44,4.99,5.09,1.14,0.60,1.62,5.96,3.11,0.31,8.40,9.08,0.07,0.002,,
5356,VanVleet,Fred,40.32,HOU,PG,LAL,36.00,19.55,3.34,4.36,6.57,1.45,0.56,1.90,3.03,3.47,0.47,6.37,9.55,0.11,0.003,,
5053,Turner,Myles,40.29,IND,C,UTA,30.00,19.59,1.51,7.32,1.87,0.68,2.81,1.59,5.57,3.92,1.16,7.08,5.47,0.31,0.000,,
3946,Randle,Julius,40.27,NYK,PF,SAS,35.00,23.85,2.62,8.70,3.75,0.75,0.32,2.93,5.36,5.27,1.81,7.98,10.06,0.38,0.008,,
6275,Cunningham,Cade,40.01,DET,PG/SG,@ MIL,35.00,23.80,2.30,5.46,5.90,1.15,0.56,3.35,6.64,3.62,0.65,8.94,10.32,0.07,0.005,,
6285,Barnes,Scottie,39.39,TOR,SF/PF,@ DAL,36.00,19.37,1.33,8.16,5.11,1.00,1.27,2.99,6.32,2.74,0.79,7.65,7.71,0.38,0.027,,
5716,Ayton,Deandre,39.28,POR,C,@ SAC,32.00,19.90,0.15,11.60,1.70,0.82,0.85,1.45,8.53,2.39,0.73,8.68,5.23,0.65,0.000,,
3932,LaVine,Zach,38.78,CHI,SG/SF,PHO,36.00,25.40,2.56,4.16,4.63,0.87,0.32,2.36,6.48,4.76,0.81,9.04,10.20,0.03,0.001,,
5717,Bridges,Mikal,38.47,BKN,SG/SF,LAC,35.00,24.38,2.00,4.72,3.42,1.20,0.55,1.99,6.52,5.34,0.67,8.52,9.12,0.03,0.001,,
5052,Towns,Karl-Anthony,38.45,MIN,PF/C,NOR,34.00,20.23,1.97,8.84,4.44,0.64,0.79,2.85,5.25,3.82,0.71,7.22,7.26,0.38,0.011,,
6276,Mobley,Evan,38.34,CLE,PF/C,@ OKC,35.00,17.94,0.19,9.77,2.88,0.74,1.55,1.59,7.13,3.11,1.31,7.32,5.31,0.47,0.005,,
6498,Holmgren,Chet,37.73,OKC,PF/C,CLE,31.00,13.96,1.56,9.62,2.38,0.84,2.72,1.99,3.59,2.10,0.68,5.15,4.94,0.39,0.004,,
6121,Williamson,Zion,37.39,NOR,PF/C,@ MIN,33.00,24.22,0.18,6.49,4.09,0.99,0.66,3.00,9.21,5.26,2.30,9.39,7.10,0.11,0.003,,
5043,Porzingis,Kristaps,37.35,BOS,PF/C,@ PHI,33.00,17.90,2.29,7.92,2.54,0.84,1.59,1.87,3.70,3.63,0.61,5.99,6.36,0.30,0.003,,
5002,Booker,Devin,37.04,PHO,SG/SF,@ CHI,33.00,23.32,1.71,4.17,6.79,0.91,0.32,3.49,6.65,4.89,0.80,8.36,8.12,0.11,0.003,Questionable,
3404,Vucevic,Nikola,36.70,CHI,C,PHO,34.00,16.44,1.09,11.63,2.84,0.69,0.53,1.65,5.81,1.55,0.37,6.90,7.02,0.59,0.006,,
5461,Adebayo,Bam,36.57,MIA,C,@ MEM,35.00,19.15,0.03,8.90,3.23,1.19,1.01,2.56,7.26,4.54,1.27,7.29,6.04,0.38,0.008,Playing,
5266,Brown,Jaylen,36.46,BOS,SG/SF,@ PHI,34.00,23.71,2.36,6.08,3.00,1.03,0.33,2.80,6.63,3.37,1.12,8.99,9.23,0.11,0.002,,
5913,Herro,Tyler,36.22,MIA,PG/SG,@ MEM,36.00,21.59,3.59,4.70,5.61,0.83,0.16,3.03,4.16,2.50,0.30,7.75,9.99,0.07,0.002,,
3729,Gobert,Rudy,35.87,MIN,C,NOR,31.00,14.46,0.01,12.25,1.47,0.65,1.65,1.52,5.55,3.33,2.00,5.56,2.49,0.64,0.000,,
5360,Ingram,Brandon,35.82,NOR,SG/SF/PF,@ MIN,35.00,22.50,1.23,5.64,5.05,0.71,0.48,2.95,7.07,4.67,0.74,8.30,9.90,0.07,0.005,,
5047,Rozier,Terry,35.70,CHA,PG/SG,WAS,34.00,19.85,2.80,4.12,4.72,1.31,0.31,1.93,4.55,2.35,0.53,7.35,8.77,0.03,0.001,Questionable,
6155,Vassell,Devin,35.12,SAS,SG/SF,@ NYK,35.00,18.12,2.67,5.09,4.26,1.23,0.49,1.70,3.87,2.37,0.60,6.54,8.82,0.07,0.002,Injured,
6112,Garland,Darius,35.08,CLE,PG,@ OKC,35.00,19.73,2.22,2.58,7.66,1.31,0.12,3.03,4.61,3.85,0.54,6.83,7.80,0.31,0.003,,
3921,Grant,Jerami,34.60,POR,PF,@ SAC,34.00,21.16,2.20,4.92,2.96,0.71,0.78,1.80,4.97,4.62,1.04,7.17,8.55,0.03,0.000,,
5345,Murray,Jamal,34.58,DEN,PG/SG,GSW,34.00,19.20,2.57,3.49,6.06,1.12,0.24,2.33,4.50,2.49,0.45,7.07,8.28,0.11,0.002,Out,
5473,Kuzma,Kyle,34.52,WAS,SF/PF,@ CHA,30.00,20.24,2.19,7.27,3.37,0.55,0.56,2.67,5.26,3.15,1.08,7.45,8.95,0.31,0.006,,
5048,Russell,D'Angelo,34.30,LAL,PG/SG,@ HOU,36.00,17.89,2.84,3.53,6.30,1.05,0.45,2.36,3.80,1.77,0.41,6.64,7.59,0.11,0.002,,
3367,Harris,Tobias,34.16,PHI,SF/PF,BOS,37.00,16.93,1.94,6.36,3.37,1.12,0.68,1.45,3.87,3.37,0.53,5.81,6.36,0.10,0.002,,
3006,DeRozan,DeMar,33.72,CHI,SG/SF,PHO,33.00,20.01,0.52,3.90,4.43,1.15,0.52,1.59,6.91,4.63,0.78,7.43,7.95,0.03,0.001,,
6298,Thomas,Cam,33.69,BKN,SG/SF,LAC,33.00,24.09,1.54,3.69,2.90,0.80,0.26,1.96,6.62,6.23,1.03,8.16,9.97,0.02,0.000,,
6281,Sengun,Alperen,33.55,HOU,C,LAL,33.00,13.29,0.31,9.66,4.04,1.25,1.02,2.46,4.99,2.38,1.13,5.30,4.92,0.39,0.012,,
6507,Duren,Jalen,33.30,DET,C,@ MIL,33.00,14.51,0.00,10.86,2.44,0.77,1.34,2.36,6.16,2.19,1.21,6.16,3.34,0.49,0.005,,
6502,Murray,Keegan,32.81,SAC,SF/PF,POR,34.00,16.39,3.41,5.84,2.04,0.98,0.60,0.93,2.50,1.16,0.40,5.91,7.81,0.06,0.001,,
6280,Green,Jalen,32.74,HOU,PG/SG,LAL,34.00,21.86,2.44,3.50,3.47,0.62,0.29,1.86,4.93,4.68,1.26,7.37,9.35,0.02,0.000,,
3939,Nurkic,Jusuf,32.51,PHO,C,@ CHI,26.00,11.69,0.92,10.58,3.33,1.00,0.76,1.73,3.16,2.61,1.23,4.08,4.56,0.38,0.008,,
5457,Collins,Zach,32.25,SAS,PF/C,@ NYK,34.00,14.06,1.33,8.41,3.42,0.83,1.22,2.42,3.97,2.13,0.58,5.30,5.47,0.32,0.006,,
3004,Holiday,Jrue,32.06,BOS,PG/SG,@ PHI,33.00,14.03,1.67,5.72,5.93,1.20,0.40,2.13,3.73,1.56,0.36,5.40,5.74,0.06,0.004,,
5354,Siakam,Pascal,31.97,TOR,PF/C,@ DAL,33.00,16.35,1.26,6.38,4.78,0.84,0.35,2.07,4.99,2.59,0.72,6.25,7.37,0.10,0.003,,
5271,Simmons,Ben,31.95,BKN,PG/SG/PF,LAC,33.00,9.78,0.00,7.61,8.32,1.62,0.63,3.22,4.44,0.90,0.77,4.44,3.46,0.19,0.058,Off Injury Report,
6330,Reaves,Austin,31.69,LAL,SG/SF,@ HOU,32.00,18.60,1.81,3.75,5.12,0.67,0.32,1.97,4.22,4.73,0.81,6.03,5.65,0.07,0.001,,
6282,Giddey,Josh,31.35,OKC,SG/SF/PF,CLE,31.00,13.62,0.97,7.25,6.28,0.65,0.29,2.23,4.41,1.89,0.73,5.38,6.50,0.25,0.027,,
5936,Poole,Jordan,31.10,WAS,PG/SG,@ CHA,29.00,21.16,2.67,2.65,4.23,0.89,0.28,2.90,3.99,5.17,0.78,6.66,8.88,0.03,0.000,,
3674,Schroder,Dennis,31.05,TOR,PG,@ DAL,33.00,15.85,1.71,2.42,7.53,0.91,0.17,2.11,3.74,3.24,0.61,5.45,7.52,0.27,0.003,,
5685,Brown,Bruce,30.96,IND,PG/SG/SF,UTA,31.00,15.36,1.20,4.84,2.94,1.43,0.81,1.28,4.50,2.76,0.83,5.70,5.51,0.03,0.000,,
5902,Johnson,Keldon,30.84,SAS,SG/SF,@ NYK,34.00,18.54,1.81,5.49,3.25,0.68,0.30,1.99,5.11,2.89,1.03,6.92,7.72,0.07,0.001,,
6504,Sharpe,Shaedon,30.77,POR,SG/SF,@ SAC,36.00,19.07,2.32,4.86,2.94,0.82,0.53,2.47,4.41,3.29,0.88,6.73,7.89,0.03,0.000,,
3949,Smart,Marcus,30.69,MEM,PG,MIA,32.00,14.05,2.22,3.69,6.04,1.47,0.37,2.34,2.55,2.29,0.69,4.77,6.40,0.09,0.002,,
5465,Collins,John,30.39,UTA,PF,@ IND,31.00,14.88,1.42,7.19,1.74,0.62,0.87,0.94,4.01,2.60,0.74,5.43,5.41,0.26,0.000,,
6733,Thompson,Ausar,30.38,DET,SG/SF,@ MIL,32.00,11.69,0.69,7.68,4.67,1.32,1.13,2.89,3.99,1.64,0.62,4.68,6.46,0.20,0.006,,
6511,Williams,Mark,30.17,CHA,C,WAS,29.00,12.75,0.00,10.13,0.75,0.95,1.19,1.36,5.31,2.13,0.83,5.31,2.49,0.44,0.000,,
6499,Smith Jr,Jabari,30.15,HOU,PF/C,LAL,33.00,14.24,1.43,7.51,1.67,0.64,0.90,0.96,3.82,2.31,0.72,5.25,7.26,0.26,0.000,,
3439,Beal,Bradley,30.05,PHO,PG/SG,@ CHI,30.00,17.28,1.79,3.81,5.88,0.77,0.47,3.10,4.81,2.29,0.45,6.60,6.96,0.07,0.001,Questionable,
3162,Hayward,Gordon,30.02,CHA,SF,WAS,33.00,15.22,1.05,5.09,4.76,1.05,0.37,1.91,4.78,2.51,0.56,5.83,5.87,0.06,0.002,,
5682,Porter Jr.,Michael,29.99,DEN,SF,GSW,30.00,16.04,2.89,6.74,1.36,0.63,0.48,1.25,3.02,1.33,0.34,5.91,6.89,0.10,0.000,,
5364,Hield,Buddy,29.86,IND,SG/SF,UTA,28.00,15.34,3.12,4.45,2.97,1.08,0.40,1.43,2.12,1.74,0.38,5.24,6.83,0.03,0.000,,
6185,Quickley,Immanuel,29.85,NYK,PG/SG,SAS,26.00,16.67,2.51,3.93,3.43,0.83,0.16,1.09,3.20,2.74,0.64,5.71,6.77,0.02,0.000,,
5706,Robinson,Mitchell,29.74,NYK,C,SAS,29.00,8.88,0.00,10.32,0.87,1.05,1.96,1.04,3.80,1.28,1.38,3.80,1.60,0.22,0.000,,
3920,Gordon,Aaron,29.56,DEN,PF,GSW,31.00,14.15,0.54,6.16,3.58,0.88,0.69,1.35,5.22,2.09,1.27,5.76,4.49,0.09,0.002,,
6523,Kessler,Walker,29.32,UTA,C,@ IND,24.00,9.94,0.02,9.49,1.11,0.30,2.21,0.73,4.27,1.34,1.28,4.29,1.83,0.24,0.000,,
3910,Clarkson,Jordan,29.02,UTA,PG/SG,@ IND,32.00,18.50,2.23,4.18,5.11,0.60,0.12,3.31,4.40,3.01,0.71,6.63,8.09,0.07,0.002,,
6518,Williams,Jalen,28.75,OKC,SG/SF/PF,CLE,33.00,15.83,1.07,4.39,3.46,1.31,0.44,1.94,4.92,2.78,0.57,5.99,6.08,0.03,0.001,,
3399,Thompson,Klay,28.50,GSW,SG/SF,@ DEN,32.00,17.52,3.20,4.01,2.01,0.65,0.43,1.66,3.31,1.30,0.16,6.51,8.57,0.03,0.000,Questionable,
2464,Paul,Chris,28.46,GSW,PG,@ DEN,26.00,10.17,1.15,3.21,7.22,1.42,0.25,1.37,2.69,1.34,0.28,3.84,4.96,0.18,0.004,Probable,
5468,Allen,Jarrett,28.40,CLE,C,@ OKC,30.00,12.60,0.03,8.52,1.42,0.78,1.01,1.12,5.15,2.21,0.84,5.18,2.54,0.29,0.000,,
5475,White,Derrick,28.28,BOS,PG/SG,@ PHI,32.00,12.31,1.76,4.22,4.54,0.95,0.92,1.65,2.44,2.15,0.33,4.20,4.90,0.02,0.001,Probable,
3914,Dinwiddie,Spencer,28.17,BKN,PG/SG,LAC,32.00,14.93,2.34,3.12,5.54,0.66,0.25,1.97,2.58,2.75,0.71,4.92,7.00,0.06,0.001,,
5039,Oubre,Kelly,28.06,PHI,SF,BOS,31.00,16.78,1.76,4.87,0.94,1.15,0.39,1.19,4.05,3.40,1.17,5.81,8.07,0.03,0.000,,
5976,White,Coby,27.93,CHI,PG/SG,PHO,33.00,14.02,2.15,3.87,4.60,0.81,0.22,1.45,2.71,2.15,0.24,4.86,6.87,0.03,0.001,,
5308,Brogdon,Malcolm,27.77,POR,PG/SG,@ SAC,29.00,15.50,1.78,4.00,4.34,0.70,0.27,1.88,3.69,2.78,0.46,5.47,6.67,0.03,0.001,,
6111,Washington,PJ,27.73,CHA,PF,WAS,31.00,13.96,1.73,5.50,2.04,0.89,0.87,1.48,3.84,1.09,0.46,5.57,6.79,0.06,0.001,,
3487,Green,Draymond,27.68,GSW,PF/C,@ DEN,30.00,8.50,0.52,6.42,6.68,1.17,0.80,2.51,2.94,1.06,0.41,3.46,3.33,0.04,0.005,Probable,
2846,Lopez,Brook,27.44,MIL,C,DET,28.00,11.18,1.38,5.62,1.27,0.56,2.21,1.06,2.73,1.58,0.36,4.11,4.36,0.05,0.000,,
6729,Henderson,Scoot,27.21,POR,PG,@ SAC,33.00,14.45,0.90,4.20,6.87,0.88,0.42,3.74,4.65,2.45,0.75,5.55,7.39,0.09,0.003,Questionable,
5025,Jones,Tyus,27.15,WAS,PG,@ CHA,27.00,11.60,1.86,2.87,6.05,1.10,0.10,1.25,2.33,1.36,0.35,4.19,5.57,0.07,0.001,,
5355,Poeltl,Jakob,27.09,TOR,C,@ DAL,28.00,11.12,0.03,9.60,1.49,0.72,1.13,1.84,4.97,1.09,0.75,5.00,2.55,0.32,0.000,,
5491,Brooks,Dillon,27.08,HOU,SG/SF,LAL,35.00,14.42,1.86,3.88,2.89,1.23,0.30,1.40,3.51,1.82,0.46,5.37,6.84,0.02,0.000,,
5469,Anunoby,O.G.,27.00,TOR,SG/SF,@ DAL,34.00,14.43,2.51,4.39,1.66,1.38,0.60,1.83,2.73,1.44,0.35,5.24,5.84,0.03,0.000,,
5967,Reid,Naz,26.58,MIN,PF/C,NOR,23.00,14.44,1.38,5.85,1.18,0.65,0.96,1.46,4.26,1.78,0.71,5.64,4.78,0.06,0.000,,
6730,Miller,Brandon,26.51,CHA,SF,WAS,29.00,13.26,1.98,6.32,1.88,0.67,0.55,1.44,2.77,1.78,0.39,4.75,6.10,0.09,0.000,,
6057,Barrett,R.J.,26.42,NYK,SG/SF,SAS,31.00,17.38,1.56,4.55,2.60,0.53,0.24,2.11,4.69,3.32,1.28,6.25,7.12,0.03,0.000,Questionable,
6739,Lively,Dereck,26.28,DAL,C,TOR,29.00,9.93,0.15,7.03,1.42,0.67,1.73,0.86,4.04,1.40,0.87,4.19,2.72,0.15,0.000,,
6165,Jones,Tre,26.01,SAS,PG,@ NYK,27.00,10.69,0.50,3.52,6.08,1.32,0.13,1.47,3.63,1.93,0.44,4.13,4.83,0.06,0.001,,
5389,Finney-Smith,Dorian,25.96,BKN,SF/PF,LAC,32.00,11.08,2.40,6.34,1.71,0.80,0.68,1.10,1.55,0.78,0.29,3.95,5.28,0.07,0.000,,
5977,Gafford,Daniel,25.91,WAS,PF/C,@ CHA,26.00,11.43,0.01,8.04,1.42,0.48,1.38,1.57,4.83,1.74,0.71,4.84,1.93,0.25,0.000,Questionable,
5425,LeVert,Caris,25.87,CLE,SG/SF,@ OKC,29.00,12.83,1.69,3.63,3.89,1.01,0.33,1.44,2.98,1.80,0.75,4.67,6.22,0.02,0.000,,
5458,Monk,Malik,25.50,SAC,SG/SF,POR,23.00,13.90,2.04,2.99,4.32,0.66,0.43,1.90,2.51,2.76,0.40,4.55,5.91,0.02,0.000,,
5687,Melton,De'Anthony,25.43,PHI,PG/SG,BOS,28.00,9.93,1.57,4.24,3.89,1.45,0.64,1.64,1.85,1.52,0.36,3.42,4.95,0.01,0.000,,
6168,Tillman,Xavier,25.25,MEM,PF/C,MIA,25.00,9.65,0.19,7.05,2.49,1.23,0.53,1.11,4.10,0.88,0.61,4.29,2.66,0.15,0.002,Questionable,
6076,Strus,Max,25.14,CLE,SG/SF,@ OKC,32.00,13.19,2.77,4.71,2.49,0.56,0.19,1.24,1.86,1.16,0.18,4.63,6.75,0.02,0.000,,
5046,Richardson,Josh,25.12,MIA,SG,@ MEM,28.00,12.56,2.45,3.11,3.42,1.14,0.43,1.74,1.92,1.37,0.27,4.37,6.01,0.02,0.000,,
5361,Zubac,Ivica,25.02,LAC,C,@ BKN,25.00,11.62,0.01,8.55,0.79,0.29,1.01,1.10,4.72,2.15,0.98,4.73,2.42,0.25,0.000,,
5145,Wood,Christian,24.54,LAL,PF/C,@ HOU,21.00,11.70,1.16,6.85,1.29,0.53,0.90,1.42,2.97,2.28,0.76,4.13,4.23,0.07,0.000,,
3402,Valanciunas,Jonas,24.49,NOR,C,@ MIN,23.00,10.77,0.37,9.09,1.47,0.30,0.79,1.66,4.00,1.66,0.39,4.37,4.14,0.28,0.000,,
2711,Conley,Mike,24.46,MIN,PG,NOR,28.00,10.96,1.98,2.73,4.63,0.95,0.21,1.10,1.60,1.82,0.42,3.58,4.49,0.02,0.000,,
3709,Hardaway Jr.,Tim,24.25,DAL,SG/SF,TOR,27.00,14.13,2.92,3.67,1.43,0.58,0.15,0.78,1.84,1.69,0.48,4.76,6.98,0.02,0.000,,
6327,Aldama,Santi,24.24,MEM,PF/C,MIA,25.00,10.50,1.33,6.42,2.11,0.64,0.58,1.09,2.44,1.63,0.47,3.77,4.29,0.06,0.001,,
6505,Mathurin,Bennedict,24.24,IND,SG/SF,UTA,26.00,16.55,1.05,3.70,1.68,0.68,0.30,1.64,4.27,4.86,0.99,5.32,5.92,0.02,0.000,,
6324,Jones,Herb,24.06,NOR,SF/PF,@ MIN,32.00,10.65,1.01,4.51,2.45,1.42,0.74,1.59,2.96,1.70,0.43,3.97,4.77,0.02,0.000,,
6170,Stewart,Isaiah,23.72,DET,PF/C,@ MIL,32.00,10.71,1.17,7.43,1.60,0.55,0.57,1.51,2.89,1.42,0.59,4.06,4.82,0.18,0.000,,
3901,Anderson,Kyle,23.71,MIN,SF/PF,NOR,26.00,8.01,0.55,4.65,4.74,0.91,0.88,1.46,2.74,0.88,0.35,3.29,3.59,0.01,0.000,,
6148,Toppin,Obi,23.69,IND,PF,UTA,23.00,12.73,1.47,4.51,1.62,0.65,0.44,0.82,3.41,1.50,0.44,4.88,4.93,0.02,0.000,,
6116,Horton-Tucker,Talen,23.64,UTA,SG/SF,@ IND,25.00,11.75,0.92,3.84,5.21,0.76,0.40,2.49,3.35,2.29,0.76,4.27,5.60,0.05,0.001,,
6512,Sochan,Jeremy,23.53,SAS,PG/PF,@ NYK,27.00,10.65,0.74,5.94,3.72,0.72,0.43,2.03,3.41,1.61,0.60,4.15,4.89,0.04,0.001,,
5427,Beasley,Malik,23.33,MIL,SG/SF,DET,29.00,12.32,2.93,4.09,1.48,0.87,0.20,1.14,1.29,0.95,0.27,4.22,5.87,0.02,0.000,,
6009,Williams,Grant,23.30,DAL,PF,TOR,31.00,10.76,2.20,5.31,1.70,0.59,0.69,1.23,1.17,1.82,0.61,3.37,4.56,0.04,0.000,,
2615,Lowry,Kyle,23.30,MIA,PG,@ MEM,28.00,9.66,1.90,3.56,4.70,0.89,0.37,1.69,1.19,1.58,0.27,3.09,4.73,0.01,0.000,,
3957,Wiggins,Andrew,23.25,GSW,SF/PF,@ DEN,27.00,13.90,1.39,3.43,1.35,0.75,0.57,1.08,4.09,1.55,0.96,5.48,5.71,0.02,0.000,,
3353,Biyombo,Bismack,22.92,MEM,C,MIA,22.00,7.42,0.00,7.32,1.53,0.51,1.79,1.29,3.38,0.66,1.01,3.38,2.12,0.10,0.000,,
5476,Hart,Josh,22.60,NYK,SG/SF,SAS,27.00,8.53,0.76,6.20,2.94,0.97,0.33,1.24,2.41,1.43,0.47,3.17,2.72,0.04,0.000,,
6161,Nesmith,Aaron,22.55,IND,SF/PF,UTA,25.00,12.22,1.85,3.60,1.36,0.78,0.54,0.93,2.29,2.09,0.47,4.14,5.19,0.02,0.000,,
3551,Middleton,Khris,22.54,MIL,SF/PF,DET,22.00,11.60,1.30,3.81,3.55,0.83,0.20,1.68,2.75,2.20,0.26,4.05,4.66,0.01,0.000,,
3435,Barnes,Harrison,22.52,SAC,SF/PF,POR,32.00,13.26,1.69,3.73,1.47,0.68,0.15,0.81,2.48,3.23,0.59,4.17,4.87,0.02,0.000,,
6154,Avdija,Deni,22.27,WAS,SF/PF,@ CHA,24.00,9.64,0.93,5.94,3.12,0.84,0.28,1.75,2.60,1.65,0.62,3.53,3.95,0.03,0.001,Questionable,
2872,Westbrook,Russell,22.27,LAC,PG,@ BKN,27.00,10.86,0.89,3.96,4.32,0.96,0.31,2.27,3.29,1.61,0.88,4.18,4.84,0.02,0.000,,
6308,Williams,Ziaire,22.00,MEM,SF,MIA,31.00,12.39,1.73,4.02,2.18,0.95,0.33,2.04,2.91,1.38,0.43,4.64,5.78,0.02,0.000,,
5668,Williams,Robert,21.81,POR,C,@ SAC,20.00,6.60,0.00,7.38,1.41,0.74,1.14,0.72,3.00,0.60,0.28,3.00,0.90,0.03,0.000,Questionable,
5274,Caruso,Alex,21.39,CHI,PG/SG,PHO,25.00,6.82,1.01,3.47,2.70,1.68,0.78,1.02,1.37,1.05,0.28,2.38,3.25,0.00,0.000,Probable,
5662,Huerter,Kevin,21.08,SAC,SG/SF,POR,23.00,10.17,1.86,3.27,2.25,0.82,0.38,0.93,1.89,0.81,0.27,3.75,4.66,0.01,0.000,,
3689,Caldwell-Pope,Kentavious,20.72,DEN,SG/SF,GSW,33.00,9.73,1.42,2.53,2.20,1.31,0.52,1.13,2.02,1.43,0.25,3.44,4.12,0.00,0.000,,
5042,Portis,Bobby,20.63,MIL,PF/C,DET,20.00,8.78,1.12,6.78,1.06,0.46,0.32,0.69,2.17,1.08,0.36,3.29,3.77,0.04,0.000,,
