id,last_name,first_name,value,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,injury
3946,Randle,Julius,41.05,NYK,PF,LAC,35.00,24.11,2.71,9.00,3.76,0.70,0.39,2.99,5.25,5.48,1.88,7.96,10.43,0.49,0.010,,
5664,Young,Trae,40.98,ATL,PG,@ OKC,35.00,23.89,2.08,2.93,10.33,1.21,0.06,4.20,4.84,7.97,1.02,6.92,9.11,0.58,0.006,,
3111,George,Paul,40.70,LAC,SG/SF/PF,@ NYK,35.00,21.93,2.68,6.75,4.88,1.61,0.45,2.81,4.72,4.45,0.65,7.40,9.66,0.11,0.003,,
3369,Irving,Kyrie,40.42,DAL,PG/SG,@ ORL,36.00,24.12,2.71,4.20,4.61,1.16,0.60,1.84,6.20,3.59,0.36,8.91,9.34,0.03,0.001,,
6281,Sengun,Alperen,40.13,HOU,C,SAC,33.00,17.11,0.48,10.04,5.50,1.20,0.85,2.25,6.61,2.45,1.16,7.09,5.05,0.56,0.039,,
6147,Edwards,Anthony,40.06,MIN,SG/SF,BOS,36.00,23.86,2.36,5.36,4.27,1.25,0.80,2.61,6.33,4.12,1.31,8.69,10.19,0.07,0.002,,
2011,James,LeBron,39.65,LAL,SF/PF,@ MIA,35.00,21.90,1.88,6.97,6.34,0.95,0.66,3.48,6.52,3.22,1.07,8.40,8.76,0.11,0.012,,
3932,LaVine,Zach,39.61,CHI,SG/SF,UTA,36.00,26.75,2.56,4.22,4.04,0.86,0.31,2.18,6.74,5.59,0.95,9.30,9.29,0.03,0.001,,
5360,Ingram,Brandon,39.17,NOR,SG/SF/PF,@ DEN,35.00,23.32,1.19,6.33,5.98,0.73,0.39,2.69,7.70,4.35,0.69,8.89,9.19,0.11,0.008,,
5356,VanVleet,Fred,38.68,HOU,PG,SAC,36.00,17.94,2.76,3.71,7.91,1.33,0.65,2.29,3.04,3.58,0.40,5.80,9.23,0.30,0.006,,
6275,Cunningham,Cade,38.59,DET,PG/SG,GSW,35.00,22.67,2.20,5.29,5.76,1.24,0.56,3.37,6.32,3.43,0.62,8.52,10.41,0.07,0.005,,
5913,Herro,Tyler,38.52,MIA,PG/SG,LAL,36.00,23.05,3.85,4.85,5.35,0.74,0.14,2.47,4.51,2.48,0.30,8.36,10.61,0.07,0.002,,
6500,Banchero,Paolo,38.45,ORL,SF/PF,DAL,35.00,20.87,1.24,8.65,4.57,0.86,0.75,3.06,5.92,5.31,1.84,7.16,9.07,0.38,0.011,,
5454,Markkanen,Lauri,37.81,UTA,SF/PF,@ CHI,34.00,22.99,2.73,7.92,1.81,0.64,0.48,1.90,4.94,4.92,0.73,7.67,8.30,0.31,0.000,,
5679,Brunson,Jalen,37.56,NYK,PG,LAC,34.00,24.70,2.29,3.00,5.28,0.81,0.13,1.92,6.59,4.65,1.06,8.88,9.72,0.07,0.001,,
5052,Towns,Karl-Anthony,37.28,MIN,PF/C,BOS,34.00,19.38,1.93,7.76,4.71,0.73,0.62,2.39,4.83,3.93,0.73,6.76,7.51,0.31,0.009,,
3404,Vucevic,Nikola,36.58,CHI,C,UTA,34.00,17.57,0.95,9.97,3.10,0.70,0.59,1.45,6.57,1.58,0.37,7.52,6.68,0.47,0.009,,
5461,Adebayo,Bam,35.92,MIA,C,LAL,35.00,18.50,0.03,8.20,3.45,1.23,0.82,2.08,7.29,3.83,1.08,7.32,6.52,0.38,0.008,Playing,
6507,Duren,Jalen,35.90,DET,C,GSW,33.00,14.13,0.00,12.30,2.55,0.74,1.48,2.06,5.77,2.59,1.43,5.77,3.43,0.64,0.006,,
5053,Turner,Myles,35.89,IND,C,SAS,30.00,17.69,1.52,7.83,1.57,0.58,2.25,1.93,5.00,3.13,0.94,6.52,5.11,0.30,0.000,,
5717,Bridges,Mikal,35.83,BKN,SG/SF,MIL,35.00,21.78,2.34,4.56,3.23,1.01,0.45,1.51,5.42,3.92,0.49,7.76,8.16,0.03,0.001,,
6498,Holmgren,Chet,35.78,OKC,PF/C,ATL,31.00,13.95,1.40,8.59,2.41,0.81,2.35,1.64,3.75,2.25,0.73,5.15,4.80,0.30,0.003,,
5266,Brown,Jaylen,35.67,BOS,SG/SF,@ MIN,34.00,22.54,2.20,6.24,2.95,0.96,0.39,2.57,6.50,2.94,0.97,8.70,9.62,0.11,0.001,,
5043,Porzingis,Kristaps,35.66,BOS,PF/C,@ MIN,33.00,16.91,2.07,7.52,2.02,0.80,1.80,1.73,3.65,3.40,0.59,5.72,6.47,0.28,0.003,,
3006,DeRozan,DeMar,35.34,CHI,SG/SF,UTA,33.00,22.32,0.54,3.22,4.50,1.13,0.51,1.54,7.60,5.50,0.97,8.14,7.69,0.03,0.001,,
5457,Collins,Zach,35.20,SAS,PF/C,@ IND,34.00,17.14,1.64,8.28,3.95,0.88,1.01,2.74,4.86,2.50,0.77,6.50,5.83,0.36,0.007,,
3001,Harden,James,34.67,LAC,PG/SG,@ NYK,30.00,16.39,2.00,4.94,7.31,1.32,0.52,3.21,2.93,4.53,0.67,4.93,7.33,0.28,0.008,Playing,
6298,Thomas,Cam,34.66,BKN,SG/SF,MIL,33.00,25.54,1.93,3.41,2.60,0.64,0.24,1.73,7.02,5.71,0.95,8.95,9.64,0.02,0.000,,
5301,Murray,Dejounte,34.42,ATL,PG/SG,@ OKC,34.00,17.98,1.42,4.70,5.87,1.34,0.19,2.04,5.85,2.02,0.43,7.27,8.36,0.07,0.002,,
6499,Smith Jr,Jabari,33.36,HOU,PF/C,SAC,33.00,16.14,2.14,8.11,1.65,0.64,0.85,0.97,3.87,1.98,0.61,6.01,6.90,0.35,0.000,,
6295,Johnson,Jalen,32.74,ATL,SF/PF,@ OKC,31.00,14.47,1.09,8.67,2.26,1.08,0.86,1.38,4.70,1.80,1.06,5.79,4.71,0.32,0.003,,
6502,Murray,Keegan,32.74,SAC,SF/PF,@ HOU,35.00,17.49,3.66,5.77,1.77,0.80,0.52,1.01,2.58,1.35,0.47,6.24,7.51,0.07,0.000,,
6733,Thompson,Ausar,32.72,DET,SG/SF,GSW,32.00,12.37,0.72,8.92,4.25,1.28,1.15,2.52,4.15,1.91,0.73,4.87,7.04,0.29,0.009,,
6282,Giddey,Josh,32.55,OKC,SG/SF/PF,ATL,31.00,15.46,1.15,6.36,6.40,0.60,0.34,2.11,5.14,1.73,0.67,6.29,7.04,0.10,0.011,,
6284,Wagner,Franz,32.38,ORL,SG/SF/PF,DAL,34.00,18.45,1.86,5.34,4.07,1.03,0.32,2.28,4.59,3.69,0.68,6.45,7.20,0.07,0.002,,
5271,Simmons,Ben,32.13,BKN,PG/SG/PF,MIL,33.00,9.53,0.00,7.77,8.27,1.55,0.58,2.88,4.49,0.55,0.46,4.49,3.01,0.19,0.058,Off Injury Report,
5473,Kuzma,Kyle,32.05,WAS,SF/PF,@ PHI,30.00,18.04,1.91,7.27,3.37,0.54,0.55,2.63,4.65,3.01,1.03,6.56,9.32,0.31,0.006,,
3367,Harris,Tobias,31.87,PHI,SF/PF,WAS,37.00,16.16,1.70,6.65,2.72,1.09,0.60,1.61,4.09,2.88,0.49,5.79,5.76,0.10,0.001,,
6518,Williams,Jalen,31.45,OKC,SG/SF/PF,ATL,34.00,17.37,1.04,4.17,3.99,1.41,0.39,1.69,5.79,2.67,0.55,6.83,6.02,0.03,0.001,,
3729,Gobert,Rudy,31.21,MIN,C,BOS,31.00,12.66,0.01,10.46,1.72,0.62,1.35,1.47,4.65,3.33,2.00,4.66,2.78,0.44,0.000,,
5039,Oubre,Kelly,30.78,PHI,SF,WAS,31.00,18.12,2.11,4.89,1.02,1.35,0.41,1.08,4.46,2.87,0.86,6.57,7.15,0.03,0.000,,
3004,Holiday,Jrue,30.65,BOS,PG/SG,@ MIN,33.00,14.02,1.67,5.42,5.69,1.01,0.45,2.26,3.82,1.37,0.31,5.49,5.93,0.06,0.004,,
3914,Dinwiddie,Spencer,30.41,BKN,PG/SG,MIL,32.00,14.41,2.30,3.59,6.54,0.76,0.23,1.74,2.47,2.57,0.66,4.77,6.47,0.09,0.002,,
5682,Porter Jr.,Michael,30.33,DEN,SF,NOR,30.00,16.56,2.83,6.75,1.43,0.55,0.52,1.31,3.34,1.39,0.36,6.17,7.07,0.10,0.000,,
5902,Johnson,Keldon,30.32,SAS,SG/SF,@ IND,34.00,17.42,1.83,5.28,3.04,0.64,0.31,1.37,4.67,2.59,0.82,6.50,7.62,0.07,0.001,,
5448,Fultz,Markelle,30.04,ORL,PG/SG,DAL,31.00,14.66,0.60,3.86,6.28,1.32,0.41,2.28,5.49,1.88,0.54,6.09,6.09,0.09,0.002,Questionable,
3399,Thompson,Klay,30.01,GSW,SG/SF,@ DET,32.00,19.51,3.66,3.86,1.71,0.65,0.47,1.87,3.51,1.51,0.19,7.17,8.39,0.02,0.000,Questionable,
3920,Gordon,Aaron,29.75,DEN,PF,NOR,31.00,14.74,0.53,6.18,3.35,0.72,0.82,1.34,5.53,2.09,1.26,6.06,4.29,0.09,0.002,,
5458,Monk,Malik,29.70,SAC,SG/SF,@ HOU,26.00,17.56,2.63,3.10,4.33,0.59,0.46,1.94,3.35,2.97,0.44,5.98,7.33,0.03,0.001,,
5936,Poole,Jordan,29.55,WAS,PG/SG,@ PHI,29.00,20.41,2.70,2.64,3.77,0.71,0.27,2.67,3.77,4.77,0.72,6.47,8.51,0.02,0.000,,
5048,Russell,D'Angelo,29.16,LAL,PG/SG,@ MIA,36.00,16.10,2.54,2.89,5.69,0.79,0.34,2.47,3.43,1.62,0.38,5.97,6.62,0.06,0.001,,
2464,Paul,Chris,28.67,GSW,PG,@ DET,26.00,9.70,1.00,3.64,7.18,1.40,0.26,1.15,2.56,1.58,0.32,3.56,4.91,0.15,0.003,Probable,
5364,Hield,Buddy,28.55,IND,SG/SF,SAS,28.00,15.27,3.31,3.99,2.92,0.85,0.37,1.44,2.07,1.20,0.27,5.38,6.36,0.02,0.000,,
5706,Robinson,Mitchell,28.44,NYK,C,LAC,29.00,8.25,0.00,9.54,0.94,1.24,1.85,1.06,3.44,1.37,1.47,3.44,1.86,0.19,0.000,,
6057,Barrett,R.J.,28.02,NYK,SG/SF,LAC,31.00,18.01,1.58,5.34,2.48,0.51,0.28,2.07,4.85,3.57,1.38,6.43,7.43,0.07,0.001,Questionable,
6280,Green,Jalen,27.96,HOU,PG/SG,SAC,34.00,19.48,1.82,3.14,3.31,0.62,0.25,2.35,4.61,4.80,1.35,6.43,8.33,0.02,0.000,,
5465,Collins,John,27.60,UTA,PF,@ CHI,31.00,13.25,1.19,7.34,1.49,0.59,0.66,0.94,3.69,2.30,0.66,4.88,4.74,0.25,0.000,,
2846,Lopez,Brook,27.50,MIL,C,@ BKN,28.00,12.03,1.43,6.28,1.09,0.52,1.87,1.19,3.14,1.46,0.33,4.57,4.23,0.08,0.000,,
5475,White,Derrick,27.50,BOS,PG/SG,@ MIN,32.00,11.98,1.69,4.05,4.39,0.84,1.08,1.70,2.52,1.87,0.28,4.21,5.12,0.02,0.001,Probable,
5491,Brooks,Dillon,27.17,HOU,SG/SF,SAC,35.00,14.65,1.77,3.92,3.23,1.16,0.26,1.54,3.50,2.34,0.54,5.27,6.60,0.02,0.000,,
6185,Quickley,Immanuel,27.14,NYK,PG/SG,LAC,26.00,15.47,2.42,3.44,3.07,0.81,0.15,1.19,2.81,2.59,0.61,5.23,6.62,0.02,0.000,,
5025,Jones,Tyus,26.88,WAS,PG,@ PHI,27.00,10.75,1.67,3.15,5.58,1.31,0.12,1.01,2.24,1.26,0.33,3.91,5.49,0.04,0.001,,
5389,Finney-Smith,Dorian,26.22,BKN,SF/PF,MIL,32.00,11.85,2.64,5.49,1.91,0.85,0.52,0.94,1.60,0.73,0.27,4.24,5.34,0.05,0.000,,
5976,White,Coby,26.14,CHI,PG/SG,UTA,33.00,13.27,1.96,3.73,4.39,0.76,0.22,1.56,2.63,2.13,0.24,4.59,6.20,0.02,0.000,,
6523,Kessler,Walker,26.10,UTA,C,@ CHI,24.00,8.81,0.02,8.19,1.15,0.31,2.00,0.68,3.79,1.17,1.12,3.81,1.50,0.14,0.000,,
3487,Green,Draymond,25.85,GSW,PF/C,@ DET,30.00,7.83,0.53,6.34,6.05,1.16,0.95,2.78,2.52,1.20,0.46,3.05,3.20,0.03,0.004,Probable,
5687,Melton,De'Anthony,25.83,PHI,PG/SG,WAS,28.00,9.69,1.61,4.10,4.19,1.62,0.55,1.60,1.85,1.16,0.31,3.46,4.30,0.01,0.000,,
6739,Lively,Dereck,25.78,DAL,C,@ ORL,29.00,10.09,0.15,6.46,1.59,0.66,1.74,0.93,4.25,1.14,0.71,4.40,2.40,0.06,0.000,,
5685,Brown,Bruce,25.75,IND,PG/SG/SF,SAS,31.00,12.18,1.41,4.00,2.56,1.30,0.74,1.31,3.29,1.37,0.46,4.70,4.81,0.02,0.000,,
6736,Wallace,Cason,25.67,OKC,SG,ATL,35.00,12.37,1.74,3.47,4.07,1.16,0.47,1.81,2.97,1.21,0.31,4.71,6.12,0.02,0.000,,
6165,Jones,Tre,25.64,SAS,PG,@ IND,28.00,10.08,0.76,3.34,6.51,1.09,0.17,1.41,3.04,1.72,0.31,3.80,4.54,0.06,0.001,,
6330,Reaves,Austin,25.59,LAL,SG/SF,@ MIA,32.00,14.79,1.42,2.90,4.87,0.69,0.24,2.11,3.24,4.05,0.71,4.66,5.02,0.03,0.000,,
3908,Capela,Clint,25.51,ATL,C,@ OKC,24.00,9.67,0.00,9.12,0.79,0.69,0.92,0.68,4.28,1.11,0.77,4.28,2.32,0.24,0.000,,
6512,Sochan,Jeremy,25.45,SAS,PG/PF,@ IND,29.00,10.52,0.55,5.79,4.73,0.80,0.46,1.74,3.61,1.65,0.68,4.16,5.08,0.04,0.001,,
6047,Hunter,De'Andre,25.42,ATL,SF/PF,@ OKC,31.00,15.28,1.67,4.66,1.30,0.78,0.36,1.26,3.84,2.59,0.56,5.51,6.15,0.03,0.000,Playing,
3402,Valanciunas,Jonas,25.12,NOR,C,@ DEN,23.00,11.69,0.39,9.12,1.47,0.34,0.65,1.70,4.37,1.78,0.42,4.76,4.20,0.32,0.000,,
6324,Jones,Herb,24.98,NOR,SF/PF,@ DEN,32.00,10.54,0.95,4.50,2.76,1.69,0.60,1.47,2.94,1.81,0.46,3.89,4.55,0.02,0.000,,
5361,Zubac,Ivica,24.74,LAC,C,@ NYK,25.00,10.93,0.01,8.03,0.78,0.30,1.29,1.00,4.33,2.24,1.02,4.34,2.91,0.22,0.000,,
6149,Okongwu,Onyeka,24.70,ATL,C,@ OKC,24.00,9.68,0.20,7.00,1.30,0.81,1.21,0.87,3.52,2.04,0.50,3.72,2.02,0.15,0.000,,
6170,Stewart,Isaiah,24.63,DET,PF/C,GSW,32.00,10.73,1.12,8.20,1.69,0.56,0.62,1.68,2.89,1.59,0.66,4.01,4.99,0.22,0.000,,
6162,Anthony,Cole,24.43,ORL,PG,DAL,24.00,12.13,1.25,4.52,3.52,0.60,0.40,1.34,3.08,2.22,0.33,4.33,5.10,0.02,0.000,,
2711,Conley,Mike,24.41,MIN,PG,BOS,28.00,10.79,1.94,2.67,4.28,1.11,0.25,1.02,1.60,1.77,0.40,3.54,4.51,0.02,0.000,,
3910,Clarkson,Jordan,24.19,UTA,PG/SG,@ CHI,32.00,15.83,1.89,3.47,4.39,0.56,0.11,3.16,3.99,2.18,0.52,5.88,7.14,0.03,0.001,,
5476,Hart,Josh,23.99,NYK,SG/SF,LAC,27.00,8.74,0.75,7.27,2.78,0.95,0.36,1.22,2.47,1.55,0.51,3.22,2.83,0.12,0.001,,
5967,Reid,Naz,23.84,MIN,PF/C,BOS,23.00,12.91,1.30,5.04,1.38,0.64,0.78,1.40,3.61,1.79,0.71,4.91,4.88,0.05,0.000,,
6159,Bey,Saddiq,23.77,ATL,SF/PF,@ OKC,27.00,12.50,1.90,4.92,1.38,0.82,0.15,0.77,2.47,1.86,0.34,4.37,5.41,0.02,0.000,,
5977,Gafford,Daniel,23.72,WAS,PF/C,@ PHI,26.00,10.26,0.01,6.77,1.63,0.45,1.35,1.29,4.14,1.95,0.80,4.15,2.11,0.06,0.000,Questionable,
6293,Hyland,Bones,23.68,LAC,PG/SG,@ NYK,22.00,12.31,2.15,2.76,3.63,0.88,0.31,1.56,2.14,1.58,0.30,4.29,6.66,0.02,0.000,,
6274,Suggs,Jalen,23.51,ORL,PG/SG,DAL,27.00,10.63,1.46,4.01,2.60,1.41,0.50,1.52,2.29,1.67,0.54,3.75,5.14,0.02,0.000,,
5697,Wagner,Moritz,23.43,ORL,C,DAL,24.00,11.81,1.05,6.02,1.61,0.82,0.38,1.37,3.11,2.44,0.56,4.16,4.00,0.07,0.000,,
3370,Jackson,Reggie,23.38,DEN,PG,NOR,30.00,11.44,1.61,2.58,4.83,0.87,0.16,1.56,2.94,0.73,0.13,4.55,5.94,0.02,0.000,,
6115,Bitadze,Goga,23.16,ORL,C,DAL,21.00,8.02,0.27,6.93,1.92,0.58,1.19,0.84,3.11,0.99,0.58,3.38,2.27,0.04,0.000,,
5427,Beasley,Malik,22.93,MIL,SG/SF,@ BKN,29.00,11.93,2.88,3.99,1.55,0.80,0.21,1.02,1.24,0.81,0.23,4.12,6.34,0.01,0.000,,
3957,Wiggins,Andrew,22.86,GSW,SF/PF,@ DET,27.00,14.04,1.50,3.18,1.12,0.80,0.65,1.27,3.85,1.84,1.14,5.35,5.54,0.02,0.000,,
3551,Middleton,Khris,22.71,MIL,SF/PF,@ BKN,22.00,11.44,1.34,3.88,3.45,0.80,0.21,1.47,2.70,2.02,0.24,4.04,5.16,0.01,0.000,,
3689,Caldwell-Pope,Kentavious,22.55,DEN,SG/SF,NOR,33.00,10.83,1.59,2.69,2.45,1.26,0.54,1.09,2.27,1.52,0.26,3.86,4.66,0.01,0.000,,
6505,Mathurin,Bennedict,22.25,IND,SG/SF,SAS,26.00,14.11,1.16,3.34,2.15,0.64,0.29,1.53,3.85,2.93,0.59,5.01,5.85,0.02,0.000,,
3904,Bogdanovic,Bogdan,22.08,ATL,SG/SF/PF,@ OKC,24.00,11.43,2.19,2.66,2.87,0.82,0.28,1.17,1.87,1.12,0.21,4.06,5.35,0.01,0.000,,
5046,Richardson,Josh,21.96,MIA,SG,LAL,28.00,9.86,1.75,3.20,3.28,0.81,0.39,1.01,1.80,1.01,0.20,3.55,4.74,0.01,0.000,,
5145,Wood,Christian,21.94,LAL,PF/C,@ MIA,21.00,10.69,1.12,6.01,1.31,0.45,0.68,1.25,2.82,1.69,0.57,3.94,3.65,0.06,0.000,,
2872,Westbrook,Russell,21.89,LAC,PG,@ NYK,27.00,10.05,0.78,4.45,4.53,1.11,0.40,2.81,2.95,1.81,0.98,3.73,5.01,0.02,0.001,,
3435,Barnes,Harrison,21.87,SAC,SF/PF,@ HOU,32.00,13.71,1.72,3.59,1.24,0.54,0.12,0.86,2.48,3.59,0.65,4.20,4.58,0.02,0.000,,
3709,Hardaway Jr.,Tim,21.82,DAL,SG/SF,@ ORL,27.00,12.77,2.67,3.05,1.40,0.59,0.15,0.81,1.68,1.40,0.40,4.35,6.51,0.02,0.000,,
3901,Anderson,Kyle,21.74,MIN,SF/PF,BOS,26.00,7.43,0.53,4.02,4.18,0.94,0.72,1.15,2.47,0.90,0.36,3.00,3.63,0.01,0.000,,
2615,Lowry,Kyle,21.66,MIA,PG,LAL,28.00,8.15,1.61,3.71,4.44,0.89,0.31,1.41,1.03,1.26,0.21,2.64,3.96,0.01,0.000,,
6009,Williams,Grant,21.60,DAL,PF,@ ORL,31.00,9.71,1.93,4.78,1.88,0.62,0.67,1.24,1.13,1.66,0.55,3.06,3.95,0.01,0.000,,
5042,Portis,Bobby,21.46,MIL,PF/C,@ BKN,20.00,9.42,1.17,7.22,0.97,0.39,0.27,0.69,2.50,0.91,0.31,3.67,3.70,0.15,0.000,,
6754,Hawkins,Jordan,21.27,NOR,SG,@ DEN,30.00,11.13,2.30,3.62,1.47,0.83,0.39,1.19,1.40,1.43,0.38,3.70,6.85,0.01,0.000,,
6154,Avdija,Deni,21.00,WAS,SF/PF,@ PHI,24.00,8.94,0.84,5.89,2.92,0.82,0.27,1.76,2.45,1.52,0.58,3.29,4.17,0.03,0.000,Questionable,
6503,Daniels,Dyson,20.99,NOR,PG/SG,@ DEN,27.00,7.00,0.87,4.61,3.83,1.26,0.30,1.42,1.67,1.05,0.39,2.54,3.86,0.00,0.000,,
6300,Mitchell,Davion,20.76,SAC,PG/SG,@ HOU,29.00,9.37,1.49,2.18,3.77,0.93,0.33,1.08,2.12,0.66,0.16,3.61,4.64,0.01,0.000,,
6769,Sasser,Marcus,20.72,DET,PG,GSW,24.00,9.87,1.85,2.10,2.77,1.22,0.14,0.88,1.72,0.88,0.24,3.57,4.74,0.00,0.000,,
6510,Branham,Malaki,20.70,SAS,PG/SG/SF,@ IND,26.00,12.66,1.46,3.36,1.98,0.54,0.10,1.18,3.58,1.12,0.21,5.04,5.92,0.02,0.000,,
5274,Caruso,Alex,20.19,CHI,PG/SG,UTA,25.00,6.07,0.83,3.44,2.71,1.61,0.76,1.01,1.29,1.00,0.27,2.12,2.68,0.00,0.000,Probable,
5988,Dort,Luguentz,20.13,OKC,SG/SF,ATL,29.00,10.74,1.53,3.52,1.45,0.82,0.29,0.94,2.21,1.73,0.48,3.74,5.54,0.01,0.000,,
5028,Looney,Kevon,20.09,GSW,PF/C,@ DET,21.00,5.36,0.00,7.02,2.67,0.69,0.57,0.75,2.30,0.76,0.46,2.30,1.60,0.02,0.000,,
6116,Horton-Tucker,Talen,20.02,UTA,SG/SF,@ CHI,25.00,10.06,0.77,3.33,4.67,0.71,0.36,2.52,3.03,1.69,0.56,3.80,4.93,0.02,0.000,,
5105,O'Neale,Royce,19.85,BKN,SG/SF,MIL,25.00,7.51,1.82,4.08,2.75,0.70,0.45,0.98,0.78,0.49,0.16,2.60,3.85,0.01,0.000,,
3356,Burks,Alec,19.62,DET,PG/SG/SF,GSW,21.00,10.62,1.90,3.11,1.76,0.65,0.19,0.90,1.28,2.36,0.53,3.18,4.74,0.01,0.000,Questionable,
6156,Lewis,Kira,19.42,NOR,PG,@ DEN,23.00,9.43,1.33,2.59,3.04,1.00,0.22,1.34,2.06,1.32,0.25,3.39,4.55,0.01,0.000,,
5044,Powell,Norman,19.30,LAC,SG/SF,@ NYK,24.00,12.17,1.42,2.86,1.67,0.66,0.29,1.54,2.61,2.69,0.59,4.03,4.92,0.01,0.000,,
6161,Nesmith,Aaron,19.30,IND,SF/PF,SAS,25.00,10.11,1.59,3.22,1.35,0.75,0.45,0.95,1.86,1.62,0.37,3.45,4.07,0.01,0.000,,
6171,Smith,Jalen,18.97,IND,PF/C,SAS,18.00,8.92,0.80,5.54,0.87,0.33,0.78,1.03,2.76,1.00,0.34,3.56,3.04,0.03,0.000,,
6526,Braun,Christian,18.93,DEN,SG,NOR,21.00,9.38,0.73,4.05,1.49,0.75,0.28,0.69,2.91,1.37,0.60,3.64,3.60,0.01,0.000,,
6148,Toppin,Obi,18.87,IND,PF,SAS,23.00,9.64,1.04,4.12,1.35,0.60,0.25,0.67,2.81,0.90,0.26,3.85,3.59,0.01,0.000,,
5038,Osman,Cedi,18.61,SAS,SF/PF,@ IND,22.00,10.11,2.00,2.54,1.78,0.50,0.20,0.66,1.68,0.75,0.36,3.68,4.10,0.01,0.000,,
5752,Robinson,Duncan,18.55,MIA,SG/SF,LAL,23.00,11.30,2.80,2.09,1.36,0.38,0.10,0.77,0.85,1.20,0.17,3.65,5.09,0.01,0.000,Probable,
5662,Huerter,Kevin,18.51,SAC,SG/SF,@ HOU,20.00,9.95,1.82,2.60,1.71,0.56,0.29,0.75,1.88,0.73,0.25,3.70,4.24,0.00,0.000,,
6303,Duarte,Chris,18.38,SAC,SF,@ HOU,23.00,10.21,1.60,2.99,1.57,0.65,0.19,0.95,1.96,1.49,0.33,3.56,4.93,0.01,0.000,,
3456,Crowder,Jae,18.37,MIL,SF/PF,@ BKN,25.00,6.55,1.25,4.86,1.68,0.88,0.39,0.80,1.12,0.56,0.17,2.37,3.47,0.00,0.000,,
6188,McDaniels,Jaden,18.35,MIN,SF/PF,BOS,26.00,9.91,1.14,3.09,1.20,0.66,0.66,1.09,2.55,1.39,0.52,3.69,4.19,0.01,0.000,,
2730,Horford,Al,18.17,BOS,PF/C,@ MIN,24.00,6.20,1.15,5.03,2.18,0.39,0.72,0.91,1.26,0.23,0.06,2.41,3.16,0.01,0.000,,
5006,Connaughton,Pat,17.92,MIL,SG/SF,@ BKN,25.00,6.68,1.56,4.95,1.34,0.68,0.29,0.59,0.78,0.44,0.16,2.34,3.52,0.00,0.000,,
