id,last_name,first_name,value,team,position,opponent,minutes,points,threes,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed,field goals,field_goals_missed,double doubles,triple doubles,injury
6322,Grimes,Quentin,17.80,NYK,SG/SF,LAC,23.00,9.05,1.87,2.71,1.47,0.65,0.25,0.64,1.25,0.94,0.28,3.12,4.01,0.00,0.000,,
6153,Hayes,Killian,17.79,DET,PG/SG,GSW,24.00,7.32,0.70,2.34,3.51,1.22,0.27,1.39,2.15,0.92,0.25,2.85,4.38,0.01,0.000,,
3948,Saric,Dario,17.70,GSW,PF/C,@ DET,17.00,8.34,1.19,3.98,1.81,0.52,0.31,0.91,1.58,1.61,0.33,2.77,3.34,0.01,0.000,,
5577,Craig,Torrey,17.32,CHI,SF/PF,UTA,22.00,6.30,1.06,4.55,1.35,0.57,0.72,0.70,1.42,0.28,0.13,2.48,2.78,0.00,0.000,,
6289,Kuminga,Jonathan,17.27,GSW,PF,@ DET,20.00,10.77,0.76,3.07,1.15,0.63,0.39,1.37,3.44,1.61,0.84,4.20,3.92,0.01,0.000,,
6051,Tate,Jae'Sean,16.89,HOU,SF/PF,SAC,21.00,7.28,0.48,4.07,2.04,0.64,0.32,0.85,2.41,1.02,0.39,2.89,2.91,0.01,0.000,,
5412,Prince,Taurean,16.86,LAL,SF/PF,@ MIA,28.00,9.34,1.72,2.80,1.64,0.63,0.35,1.48,1.60,0.98,0.22,3.32,4.06,0.00,0.000,Off Injury Report,
6191,Joe,Isaiah,16.67,OKC,PG/SG,ATL,20.00,9.69,2.10,1.99,1.13,0.63,0.07,0.65,1.08,1.23,0.26,3.18,4.00,0.00,0.000,,
5489,Hartenstein,Isaiah,16.57,NYK,C,LAC,19.00,4.44,0.07,5.60,1.70,0.73,0.80,0.90,1.80,0.63,0.35,1.87,1.45,0.00,0.000,,
5442,Jones,Derrick,16.45,DAL,SF,@ ORL,20.00,7.88,1.03,2.97,0.61,0.60,0.78,0.54,1.64,1.51,0.63,2.67,3.11,0.00,0.000,,
6158,Williams,Patrick,16.36,CHI,PF,UTA,21.00,7.24,1.12,2.79,1.15,0.82,0.68,0.79,1.57,0.74,0.18,2.69,3.11,0.00,0.000,Probable,
5677,Sexton,Collin,16.27,UTA,PG/SG,@ CHI,21.00,11.10,0.82,1.61,2.88,0.48,0.07,1.78,3.13,2.38,0.54,3.95,3.96,0.01,0.000,,
3677,Olynyk,Kelly,16.24,UTA,PF/C,@ CHI,19.00,6.65,0.69,4.54,2.78,0.56,0.28,1.62,1.57,1.44,0.30,2.26,2.48,0.00,0.000,,
6746,Coulibaly,Bilal,16.11,WAS,SF,@ PHI,25.00,7.54,0.84,3.33,1.58,1.09,0.55,1.78,2.00,1.02,0.67,2.84,4.04,0.01,0.000,,
6501,Ivey,Jaden,16.08,DET,PG/SG,GSW,20.00,10.23,1.09,2.13,2.50,0.46,0.15,1.69,2.46,2.04,0.66,3.55,4.38,0.01,0.000,Questionable,
5336,Payton II,Gary,16.05,GSW,PG/SG/SF,@ DET,19.00,6.69,0.79,3.11,1.16,1.29,0.31,0.85,1.94,0.44,0.15,2.73,2.41,0.00,0.000,,
3766,Covington,Robert,15.88,PHI,SF/PF,WAS,18.00,5.00,1.03,3.55,1.34,1.04,0.62,0.70,0.72,0.47,0.14,1.75,2.54,0.00,0.000,,
5058,Wright,Delon,15.80,WAS,PG/SG,@ PHI,18.00,5.60,0.63,2.68,2.23,1.14,0.25,0.58,1.40,0.91,0.18,2.03,2.49,0.00,0.000,,
3242,Ingles,Joe,15.79,ORL,SF/PF,DAL,22.00,6.06,1.66,2.86,3.17,0.58,0.08,1.05,0.36,0.36,0.08,2.02,2.77,0.00,0.000,,
6301,Kispert,Corey,15.62,WAS,SG/SF,@ PHI,23.00,9.87,1.96,2.31,0.75,0.30,0.09,0.64,1.41,1.17,0.18,3.37,3.91,0.00,0.000,Questionable,
6532,Nembhard,Andrew,15.54,IND,PG/SG,SAS,19.00,7.59,0.74,1.74,3.39,0.69,0.12,1.20,2.36,0.65,0.19,3.10,3.58,0.01,0.000,,
3675,Plumlee,Mason,15.50,LAC,C,@ NYK,17.00,5.92,0.00,5.33,1.46,0.41,0.54,0.93,2.24,1.44,0.68,2.24,1.18,0.00,0.000,,
5899,Highsmith,Haywood,15.32,MIA,SF/PF,LAL,22.00,5.77,0.77,4.39,1.45,0.66,0.41,0.94,1.51,0.44,0.26,2.28,2.84,0.00,0.000,Playing,
6345,Hauser,Sam,15.25,BOS,SF/PF,@ MIN,19.00,6.90,1.97,3.04,0.97,0.43,0.34,0.52,0.44,0.11,0.04,2.41,3.10,0.00,0.000,,
6329,Sharpe,Day'Ron,14.95,BKN,C,MIL,15.00,6.27,0.10,5.37,0.97,0.35,0.70,1.24,2.55,0.87,0.58,2.65,2.08,0.01,0.000,,
3464,Drummond,Andre,14.91,CHI,C,UTA,13.00,5.94,0.00,5.24,0.57,0.70,0.48,0.86,2.50,0.94,0.92,2.50,1.60,0.00,0.000,,
6173,Green,Josh,14.62,DAL,SG/SF,@ ORL,27.00,7.83,1.02,2.71,1.61,0.84,0.10,1.36,1.90,0.97,0.40,2.92,3.41,0.00,0.000,,
5036,Nance Jr.,Larry,14.61,NOR,PF/C,@ DEN,18.00,5.08,0.12,4.28,1.40,0.77,0.34,0.58,2.08,0.56,0.25,2.20,1.62,0.00,0.000,,
6283,Moody,Moses,14.15,GSW,SG/SF,@ DET,16.00,7.34,1.29,2.13,1.07,0.58,0.22,0.52,1.19,1.09,0.43,2.48,2.92,0.00,0.000,,
5700,DiVincenzo,Donte,14.12,NYK,SG/SF,LAC,16.00,5.62,1.20,2.87,2.00,0.76,0.14,0.92,0.71,0.60,0.15,1.91,2.73,0.00,0.000,,
5723,Walker,Lonnie,14.00,BKN,SG/SF,MIL,17.00,9.09,1.32,1.46,0.88,0.35,0.19,0.55,1.92,1.29,0.27,3.24,3.73,0.00,0.000,Probable,
6531,Watson,Peyton,13.98,DEN,SG/SF,NOR,15.00,6.08,0.46,2.85,0.90,0.32,0.99,0.63,1.90,0.90,0.53,2.36,2.55,0.00,0.000,,
5714,Milton,Shake,13.96,MIN,PG/SG,BOS,18.00,7.28,0.71,1.84,2.50,0.43,0.20,0.94,1.99,1.17,0.23,2.70,3.27,0.00,0.000,,
6751,George,Keyonte,13.81,UTA,SG,@ CHI,22.00,8.38,1.28,2.08,2.82,0.55,0.15,2.34,1.61,1.32,0.33,2.89,4.60,0.00,0.000,,
5728,Landale,Jock,13.69,HOU,C,SAC,15.00,5.97,0.17,4.43,1.05,0.30,0.36,0.66,2.34,0.78,0.28,2.51,1.75,0.00,0.000,,
5488,Bryant,Thomas,13.69,MIA,C,LAL,16.00,6.79,0.32,4.06,0.49,0.28,0.43,0.58,2.38,1.07,0.41,2.70,2.23,0.00,0.000,Playing,
6080,Alexander-Walker,Nickeil,13.66,MIN,SG/SF,BOS,18.00,6.39,1.08,2.14,1.40,0.56,0.32,0.56,1.28,0.59,0.30,2.36,3.45,0.00,0.000,,
6757,Jones,Colby,12.99,SAC,SG,@ HOU,16.00,6.24,0.60,2.66,1.59,0.48,0.21,0.75,1.81,0.82,0.42,2.41,2.81,0.00,0.000,,
5040,Payne,Cam,12.96,MIL,PG,@ BKN,14.00,6.19,0.89,1.60,2.75,0.44,0.11,0.91,1.48,0.56,0.13,2.37,3.28,0.00,0.000,,
6764,Jaquez Jr.,Jaime,12.76,MIA,SF,LAL,18.00,6.47,0.65,2.78,0.93,0.59,0.24,0.79,1.90,0.72,0.21,2.55,3.15,0.00,0.000,Playing,
5456,Smith Jr.,Dennis,12.65,BKN,PG/SG,MIL,14.00,5.40,0.32,1.85,2.20,0.74,0.23,0.75,1.77,0.90,0.35,2.09,2.68,0.00,0.000,,
6533,Williams,Jaylin,12.37,OKC,PF/C,ATL,15.00,4.42,0.72,3.61,1.21,0.45,0.27,0.54,0.82,0.62,0.25,1.54,2.11,0.00,0.000,,
3032,Beverley,Patrick,12.33,PHI,PG,WAS,19.00,3.25,0.64,2.69,1.94,0.68,0.52,0.65,0.56,0.21,0.09,1.20,1.60,0.00,0.000,,
6459,Ryan,Matt,12.29,NOR,SF,@ DEN,19.00,6.58,1.54,2.05,1.09,0.32,0.09,0.58,0.73,0.50,0.10,2.27,3.96,0.00,0.000,,
6109,Reddish,Cam,12.25,LAL,SF/PF,@ MIA,22.00,6.49,0.85,1.70,0.98,0.89,0.31,1.10,1.40,1.14,0.23,2.25,3.21,0.00,0.000,,
6184,Pritchard,Payton,12.04,BOS,PG/SG,@ MIN,15.00,6.20,1.25,1.99,2.01,0.32,0.03,0.93,0.96,0.53,0.08,2.21,3.44,0.00,0.000,,
2824,Gallinari,Danilo,12.04,WAS,SF,@ PHI,14.00,6.94,1.07,2.28,0.76,0.27,0.10,0.48,1.12,1.49,0.17,2.19,3.26,0.00,0.000,,
6193,Reed,Paul,11.90,PHI,PF/C,WAS,12.00,4.16,0.11,4.14,0.59,0.52,0.56,0.73,1.73,0.37,0.14,1.84,1.34,0.00,0.000,,
6180,Nnaji,Zeke,11.86,DEN,PF/C,NOR,14.00,6.18,0.42,2.63,0.32,0.33,0.55,0.51,2.03,0.86,0.48,2.45,1.95,0.00,0.000,,
2851,McGee,JaVale,11.79,SAC,C,@ HOU,12.00,5.50,0.04,4.07,0.32,0.17,0.91,1.18,2.31,0.76,0.42,2.35,1.60,0.00,0.000,,
3934,McDermott,Doug,11.78,SAS,SF/PF,@ IND,17.00,6.93,1.36,1.81,1.05,0.24,0.08,0.61,1.06,0.73,0.22,2.42,3.01,0.00,0.000,Questionable,
5690,Holiday,Aaron,11.58,HOU,PG/SG,SAC,18.00,4.76,0.69,1.61,2.22,0.71,0.24,0.99,1.00,0.69,0.17,1.69,2.38,0.00,0.000,,
6542,Christie,Max,11.44,LAL,SG/SF,@ MIA,20.00,5.45,0.88,2.32,1.10,0.47,0.31,0.83,0.98,0.85,0.18,1.86,2.77,0.00,0.000,,
5649,Kleber,Maxi,11.23,DAL,PF/C,@ ORL,18.00,4.06,0.76,2.90,1.12,0.26,0.55,0.59,0.68,0.42,0.18,1.44,1.91,0.00,0.000,Questionable,
6339,Wiggins,Aaron,11.23,OKC,SG/SF,ATL,17.00,5.91,0.56,2.33,0.74,0.53,0.20,0.67,1.76,0.71,0.17,2.32,2.31,0.00,0.000,,
3945,Powell,Dwight,11.13,DAL,C,@ ORL,15.00,5.27,0.04,3.05,0.89,0.40,0.34,0.70,2.05,1.05,0.57,2.09,0.96,0.00,0.000,,
6513,Agbaji,Ochai,11.05,UTA,PG/SG,@ CHI,18.00,6.33,0.99,1.60,1.40,0.29,0.20,0.88,1.29,0.78,0.20,2.28,2.86,0.00,0.000,,
5721,Bagley III,Marvin,10.79,DET,PF/C,GSW,12.00,5.56,0.17,3.36,0.46,0.17,0.31,0.55,2.00,1.05,0.42,2.17,2.09,0.00,0.000,,
5453,Isaac,Jonathan,10.77,ORL,SF/PF,DAL,10.00,3.86,0.32,2.91,0.50,0.49,0.56,0.40,1.21,0.48,0.16,1.53,1.87,0.00,0.000,,
6509,Dieng,Ousmane,10.36,OKC,SF/PF,ATL,16.00,5.37,0.85,2.08,0.87,0.45,0.19,0.79,1.26,0.30,0.14,2.11,3.09,0.00,0.000,,
5699,Carter,Jevon,10.34,CHI,PG/SG,UTA,14.00,4.74,0.93,1.55,1.46,0.43,0.21,0.65,0.88,0.19,0.05,1.81,2.44,0.00,0.000,,
6559,Gillespie,Collin,10.09,DEN,PG,NOR,14.00,5.26,1.04,1.29,1.58,0.36,0.05,0.68,0.80,0.54,0.11,1.84,2.67,0.00,0.000,,
6309,Bassey,Charles,9.93,SAS,C,@ IND,9.00,3.67,0.04,3.34,0.71,0.26,0.51,0.58,1.55,0.45,0.27,1.59,0.95,0.00,0.000,,
6508,Davis,Johnny,9.91,WAS,SG/SF,@ PHI,13.00,5.33,0.71,1.84,0.81,0.34,0.19,0.57,1.30,0.60,0.32,2.01,2.87,0.00,0.000,,
6741,Black,Anthony,9.61,ORL,PG/SG,DAL,12.00,4.71,0.44,1.56,1.40,0.51,0.16,0.76,1.16,1.07,0.45,1.60,2.13,0.00,0.000,,
5503,Vezenkov,Aleksandar,9.61,SAC,PF,@ HOU,11.00,5.41,0.79,2.18,0.64,0.27,0.08,0.61,1.14,0.76,0.16,1.93,2.23,0.00,0.000,,
2724,Green,Jeff,9.41,HOU,PF/C,SAC,15.00,4.57,0.48,2.04,0.88,0.22,0.25,0.41,1.19,0.75,0.23,1.67,1.77,0.00,0.000,,
6286,Springer,Jaden,9.16,PHI,PG/SG,WAS,10.00,3.88,0.25,1.40,1.15,0.66,0.22,0.51,1.29,0.55,0.20,1.54,1.61,0.00,0.000,,
3937,Micic,Vasilije,9.14,OKC,PG,ATL,12.00,4.56,0.72,0.93,2.08,0.27,0.05,0.67,0.90,0.60,0.15,1.62,2.19,0.00,0.000,,
6784,Pickett,Jalen,7.74,DEN,SG,NOR,10.00,3.46,0.49,1.41,1.40,0.25,0.07,0.48,0.84,0.31,0.12,1.33,1.87,0.00,0.000,,
5436,Korkmaz,Furkan,7.72,PHI,SG/SF,WAS,12.00,4.34,0.53,1.51,0.63,0.34,0.11,0.63,1.08,0.59,0.20,1.61,1.90,0.00,0.000,,
5713,Shamet,Landry,7.56,WAS,PG/SG,@ PHI,11.00,4.12,0.90,0.97,0.88,0.22,0.06,0.39,0.48,0.46,0.08,1.38,2.02,0.00,0.000,,
6094,Mathews,Garrison,6.87,ATL,SG/SF,@ OKC,10.00,3.59,0.85,1.09,0.37,0.29,0.08,0.27,0.20,0.64,0.12,1.05,1.93,0.00,0.000,,
6079,Hayes,Jaxson,6.75,LAL,PF/C,@ MIA,9.00,2.88,0.07,1.99,0.42,0.28,0.28,0.45,1.05,0.57,0.21,1.12,0.71,0.00,0.000,Questionable,
6321,Dosunmu,Ayo,6.46,CHI,SG,UTA,9.00,3.42,0.38,0.94,0.84,0.25,0.12,0.42,0.97,0.34,0.10,1.35,1.49,0.00,0.000,Questionable,
6566,Champagnie,Julian,6.37,SAS,SF/PF,@ IND,7.00,3.45,0.65,1.21,0.28,0.18,0.14,0.28,0.50,0.50,0.12,1.15,1.64,0.00,0.000,,
2643,Tucker,P.J.,6.31,LAC,SF,@ NYK,15.00,1.63,0.39,2.36,0.45,0.36,0.16,0.39,0.19,0.08,0.03,0.58,0.85,0.00,0.000,,
6520,Beauchamp,MarJon,6.15,MIL,SG/SF,@ BKN,8.00,2.83,0.56,1.40,0.55,0.23,0.12,0.40,0.48,0.19,0.07,1.04,1.53,0.00,0.000,,
6760,Strawther,Julian,6.05,DEN,SF,NOR,8.00,3.61,0.61,1.19,0.34,0.16,0.09,0.43,0.68,0.42,0.18,1.29,1.89,0.00,0.000,,
6718,Fontecchio,Simone,5.78,UTA,SF,@ CHI,10.00,3.27,0.59,1.13,0.47,0.21,0.09,0.52,0.56,0.38,0.10,1.15,1.69,0.00,0.000,,
5510,Kornet,Luke,5.76,BOS,C,@ MIN,8.00,1.83,0.03,1.60,0.54,0.11,0.44,0.24,0.76,0.22,0.06,0.79,0.51,0.00,0.000,,
5098,McConnell,T.J.,5.03,IND,PG,SAS,5.00,2.10,0.07,0.87,1.26,0.20,0.03,0.38,0.85,0.19,0.04,0.92,0.78,0.00,0.000,,
3924,Harris,Joe,4.59,DET,SG/SF,GSW,7.00,2.31,0.63,0.79,0.37,0.13,0.04,0.18,0.16,0.10,0.06,0.79,1.14,0.00,0.000,,
6016,Brissett,Oshae,4.32,BOS,SF/PF,@ MIN,7.00,1.92,0.24,1.14,0.30,0.17,0.09,0.22,0.43,0.34,0.13,0.67,1.06,0.00,0.000,Questionable,
6767,Brown,Kobe,3.62,LAC,PF,@ NYK,5.00,1.74,0.27,1.03,0.29,0.14,0.08,0.36,0.37,0.19,0.08,0.64,0.76,0.00,0.000,,
6365,Watford,Trendon,3.53,BKN,PF,MIL,4.00,1.82,0.09,0.83,0.40,0.11,0.05,0.23,0.64,0.27,0.11,0.73,0.62,0.00,0.000,,
6249,Yurtseven,Omer,3.45,UTA,C,@ CHI,4.00,1.44,0.06,1.26,0.17,0.10,0.08,0.18,0.52,0.22,0.10,0.58,0.55,0.00,0.000,,
6013,Coffey,Amir,2.82,LAC,SG/SF,@ NYK,5.00,1.50,0.14,0.47,0.38,0.10,0.05,0.20,0.39,0.30,0.09,0.53,0.67,0.00,0.000,,
6572,Robinson,Orlando,0.00,MIA,C,LAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Playing,
6207,Martin Jr.,Kenyon,0.00,PHI,SF,WAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6575,Quinones,Lester,0.00,GSW,SG,@ DET,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6564,Butler Jr,John,0.00,WAS,C,@ PHI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6291,Johnson,Keon,0.00,BKN,PG/SG,MIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,G-League,
6369,Huff,Jay,0.00,DEN,C,NOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6558,Ellis,Keon,0.00,SAC,SG/SF,@ HOU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
5466,Giles,Harry,0.00,BKN,C,MIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
5983,Jeffries,DaQuan,0.00,NYK,SG,LAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6552,Seabron,Dereon,0.00,NOR,SG/SF,@ DEN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6567,Diabate,Moussa,0.00,LAC,PF/C,@ NYK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6336,Garza,Luka,0.00,MIN,C,BOS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6334,Sims,Jericho,0.00,NYK,PF/C,LAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6545,Barlow,Dominick,0.00,SAS,SF,@ IND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
2810,Batum,Nicolas,0.00,PHI,SF/PF,WAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Probable,
6312,Queta,Neemias,0.00,BOS,C,@ MIN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Out,
3387,Morris,Marcus,0.00,PHI,PF/C,WAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6355,Washington,Duane,0.00,NYK,SG,LAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6337,Banton,Dalano,0.00,BOS,PG/SG,@ MIN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6123,Okeke,Chuma,0.00,ORL,SF/PF,DAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6314,Boston Jr.,Brandon,0.00,LAC,SG/SF,@ NYK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Injured,
6926,Bitim,Onuralp,0.00,CHI,SG,UTA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
3863,Curry,Seth,0.00,DAL,PG/SG,@ ORL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6326,Robinson-Earl,Jeremiah,0.00,NOR,PF/C,@ DEN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6579,Swider,Cole,0.00,MIA,SF/PF,LAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
5695,Mykhailiuk,Svi,0.00,BOS,SF,@ MIN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
5691,Robinson,Jerome,0.00,GSW,SG,@ DET,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6125,Johnson,Cam,0.00,BKN,SF/PF,MIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Injured,
6299,McBride,Miles,0.00,NYK,PG,LAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
3923,Harris,Gary,0.00,ORL,SG/SF,DAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Out,
5681,Vanderbilt,Jarred,0.00,LAL,PF,@ MIA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Injured,
5711,Bamba,Mo,0.00,PHI,C,WAS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6328,Mamukelashvili,Sandro,0.00,SAS,C,@ IND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6547,Davison,J.D.,0.00,BOS,PG/SG,@ MIN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,G-League,
5670,Graham,Devonte',0.00,SAS,PG/SG,@ IND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6332,Nix,Daishen,0.00,MIN,PG,BOS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6612,Williams Jr.,Jeenathan,0.00,HOU,SG,SAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6544,Houstan,Caleb,0.00,ORL,SG/SF,DAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6536,Baldwin,Patrick,0.00,WAS,SF/PF,@ PHI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6325,Livers,Isaiah,0.00,DET,SF/PF,GSW,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Injured,
6031,Brooks,Armoni,0.00,BKN,PG,MIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
5973,Claxton,Nicolas,0.00,BKN,C,MIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Injured,
3373,Joseph,Cory,0.00,GSW,PG/SG,@ DET,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
5675,Carter Jr.,Wendell,0.00,ORL,C,DAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Injured,
6517,Liddell,E.J.,0.00,NOR,PF,@ DEN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6731,Whitmore,Cam,0.00,HOU,SF,SAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6033,Schofield,Admiral,0.00,ORL,SF/PF,DAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6496,Waters III,Lindy,0.00,OKC,SG/SF/PF,ATL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
6127,Martin,Caleb,0.00,MIA,SG/SF,LAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Out,
6506,Griffin,A.J.,0.00,ATL,SG/SF,@ OKC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
3723,McCollum,C.J.,0.00,NOR,PG/SG,@ DEN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Injured,
3714,Oladipo,Victor,0.00,HOU,PG/SG,SAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Injured,
6589,Rhoden,Jared,0.00,DET,SG/SF,GSW,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
5497,Morris,Monte,0.00,DET,PG,GSW,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Injured,
6032,Hachimura,Rui,0.00,LAL,SF/PF,@ MIA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Out,
6745,Whitehead,Dariq,0.00,BKN,SG/SF,MIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,Injured,
6048,Fernando,Bruno,0.00,ATL,C,@ OKC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
3696,Bullock,Reggie,0.00,HOU,SF/PF,SAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
3672,Muscala,Mike,0.00,WAS,PF/C,@ PHI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
5519,Gill,Anthony,0.00,WAS,PF/C,@ PHI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
3720,Len,Alex,0.00,SAC,C,@ HOU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,,
